paper_id,pmid,pmcid,doi,title,normalized_source_type,normalized_path,fulltext_decision,fulltext_rationale,mechanistic_relevance,objective_relevance,topic_centrality,review_confidence
pmid-31940815,31940815,PMC7017048,10.3390/cells9010187,The Ebola Virus Nucleoprotein Recruits the Nuclear RNA Export Factor NXF1 into Inclusion Bodies to Facilitate Viral Protein Expression.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7017048.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31923286,31923286,PMC6977772,10.1371/journal.ppat.1008268,Epigenetic factor siRNA screen during primary KSHV infection identifies novel host restriction factors for the lytic cycle of KSHV.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6977772.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31797533,31797533,PMC6944907,10.15252/embr.201847528,TRIM21-mediated proteasomal degradation of SAMHD1 regulates its antiviral activity.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6944907.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31765920,31765920,PMC6957716,10.1016/j.virol.2019.10.005,A comprehensive proteomics analysis of JC virus Agnoprotein-interacting proteins: Agnoprotein primarily targets the host proteins with coiled-coil motifs.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6957716.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31076402,31076402,PMC7613422,10.1136/gutjnl-2018-317423,Functional microRNA screen uncovers O-linked N-acetylglucosamine transferase as a host factor modulating hepatitis C virus morphogenesis and infectivity.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7613422.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31850845,31850845,PMC6946564,10.7554/eLife.52649,HIV restriction factor APOBEC3G binds in multiple steps and conformations to search and deaminate single-stranded DNA.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6946564.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31807695,31807695,PMC6881174,10.1126/sciadv.aaw3631,Hierarchical assembly governs TRIM5α recognition of HIV-1 and retroviral capsids.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6881174.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31744918,31744918,PMC6867896,10.1128/mBio.02457-19,Cell-to-Cell Spreading of HIV-1 in Myeloid Target Cells Escapes SAMHD1 Restriction.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6867896.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31736889,31736889,PMC6831784,10.3389/fmicb.2019.02437,HIV-1 Nef Targets HDAC6 to Assure Viral Production and Virus Infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6831784.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31722207,31722207,PMC7391006,10.1016/j.celrep.2019.10.009,"The GTPase Domain of MX2 Interacts with the HIV-1 Capsid, Enabling Its Short Isoform to Moderate Antiviral Restriction.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7391006.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31682228,31682228,PMC6855800,10.7554/eLife.49500,"IFI16, a nuclear innate immune DNA sensor, mediates epigenetic silencing of herpesvirus genomes by its association with H3K9 methyltransferases SUV39H1 and GLP.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6855800.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31648236,31648236,PMC6812753,10.1371/journal.ppat.1008068,Ebola virus-mediated T-lymphocyte depletion is the result of an abortive infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6812753.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31636628,31636628,PMC6787150,10.3389/fimmu.2019.02186,Common Nodes of Virus-Host Interaction Revealed Through an Integrated Network Analysis.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6787150.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31636417,31636417,PMC6881184,10.1038/s41564-019-0586-3,ER-shaping atlastin proteins act as central hubs to promote flavivirus replication and virion assembly.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6881184.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31582740,31582740,PMC6776665,10.1038/s41467-019-12388-y,A tri-ionic anchor mechanism drives Ube2N-specific recruitment and K63-chain ubiquitination in TRIM ligases.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6776665.json,drop,"Full text does not center a primary virus with host interaction, host factor, pathway, AP-MS, proteomics, or mechanism evidence.",low,low,incidental,high
pmid-31575075,31575075,PMC6848931,10.3390/cells8101181,Exportin-1-Dependent Nuclear Export of DEAD-box Helicase DDX3X is Central to its Role in Antiviral Immunity.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6848931.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31569640,31569640,PMC6830350,10.3390/cells8101155,Host-HIV-1 Interactome: A Quest for Novel Therapeutic Intervention.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6830350.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31551978,31551978,PMC6743029,10.3389/fmicb.2019.02043,SR-BI Interactome Analysis Reveals a Proviral Role for UGGT1 in Hepatitis C Virus Entry.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6743029.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31546825,31546825,PMC6783930,10.3390/v11090878,Chasing Intracellular Zika Virus Using Proteomics.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6783930.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31516086,31516086,PMC6758638,10.1080/22221751.2019.1662736,Host factor SMYD3 is recruited by Ebola virus nucleoprotein to facilitate viral mRNA transcription.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6758638.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31511380,31511380,PMC6854511,10.1128/JVI.00986-19,Multiple Pathways To Avoid Beta Interferon Sensitivity of HIV-1 by Mutations in Capsid.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6854511.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31461934,31461934,PMC6783944,10.3390/v11090787,"A Dengue Virus Type 2 (DENV-2) NS4B-Interacting Host Factor, SERP1, Reduces DENV-2 Production by Suppressing Viral RNA Replication.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6783944.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31455647,31455647,PMC6712392,10.1128/mBio.01342-19,ISG15 Deficiency Enhances HIV-1 Infection by Accumulating Misfolded p53.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6712392.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31431548,31431548,PMC6703422,10.1128/mBio.01344-19,Vpr Enhances HIV-1 Env Processing and Virion Infectivity in Macrophages by Modulating TET2-Dependent IFITM3 Expression.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6703422.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31421166,31421166,PMC6801034,10.1016/j.antiviral.2019.104590,Small molecule grp94 inhibitors block dengue and Zika virus replication.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6801034.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31397674,31397674,PMC6701944,10.7554/eLife.48318,USP49 potently stabilizes APOBEC3G protein by removing ubiquitin and inhibits HIV-1 replication.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6701944.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31344133,31344133,PMC6657855,10.1371/journal.pone.0219989,SPSB2 inhibits hepatitis C virus replication by targeting NS5A for ubiquitination and degradation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6657855.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31291580,31291580,PMC6668718,10.1016/j.celrep.2019.04.020,Conserved Herpesvirus Protein Kinases Target SAMHD1 to Facilitate Virus Replication.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6668718.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31269971,31269971,PMC6607583,10.1186/s12977-019-0480-3,The autophagy protein ATG9A promotes HIV-1 infectivity.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6607583.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31253590,31253590,PMC7153695,10.1016/j.chom.2019.05.008,ARIH2 Is a Vif-Dependent Regulator of CUL5-Mediated APOBEC3G Degradation in HIV Infection.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7153695.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31213558,31213558,PMC6581860,10.1128/mBio.01113-19,Upregulation of BST-2 by Type I Interferons Reduces the Capacity of Vpu To Protect HIV-1-Infected Cells from NK Cell Responses.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6581860.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31189110,31189110,PMC8666140,10.1016/j.celrep.2019.05.040,TRIM5α Restricts Flavivirus Replication by Targeting the Viral Protease for Proteasomal Degradation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8666140.json,keep,"Full text has plausible host pathway or host-factor mechanism context for a primary virus, but evidence is not strongly assay-centered.",medium,medium,supporting,low
pmid-31155311,31155311,PMC7183857,10.1016/j.str.2019.04.015,MxB Restricts HIV-1 by Targeting the Tri-hexamer Interface of the Viral Capsid.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7183857.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31068467,31068467,PMC6534999,10.1073/pnas.1902271116,Intrinsic conformational dynamics of the HIV-1 genomic RNA 5'UTR.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6534999.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-31043663,31043663,PMC6494904,10.1038/s41598-019-43150-5,The cell adhesion protein CAR is a negative regulator of synaptic transmission.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6494904.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-31018511,31018511,PMC6521077,10.3390/v11040372,Identification of RUVBL1 and RUVBL2 as Novel Cellular Interactors of the Ebola Virus Nucleoprotein.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6521077.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-31015445,31015445,PMC6479052,10.1038/s41467-019-09867-7,PIM kinases facilitate lentiviral evasion from SAMHD1 restriction via Vpx phosphorylation.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6479052.json,keep,"Full text contains useful host-pathogen assay or pathway evidence, but the primary-virus mechanism is less central than in direct papers.",medium,medium,supporting,medium
pmid-30997501,30997501,PMC6614814,10.1093/nar/gkz278,TNRC6 proteins modulate hepatitis C virus replication by spatially regulating the binding of miR-122/Ago2 complexes to viral RNA.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6614814.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-30894872,30894872,PMC6414412,10.3389/fgene.2019.00146,webCEMiTool: Co-expression Modular Analysis Made Easy.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6414412.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-30886358,30886358,PMC6544544,10.1038/s41564-019-0402-0,Immunoproteasome activation enables human TRIM5α restriction of HIV-1.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6544544.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-30867315,30867315,PMC6532090,10.1128/JVI.02123-18,Kinetics of Early Innate Immune Activation during HIV-1 Infection of Humanized Mice.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6532090.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-30808702,30808702,PMC6391917,10.1128/mBio.00144-19,HIV-1 Escape from Small-Molecule Antagonism of Vif.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6391917.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-30759391,30759391,PMC7053169,10.1016/j.celrep.2019.01.075,MARCH8 Ubiquitinates the Hepatitis C Virus Nonstructural 2 Protein and Mediates Viral Envelopment.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7053169.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-30755512,30755512,PMC6372799,10.1128/mBio.02742-18,ACBD3 Is an Essential Pan-enterovirus Host Factor That Mediates the Interaction between Viral 3A Protein and Cellular Protein PI4KB.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6372799.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-30682371,30682371,PMC8486322,10.1016/j.cell.2018.12.030,"Regulation of HIV-1 Gag-Pol Expression by Shiftless, an Inhibitor of Programmed -1 Ribosomal Frameshifting.",pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8486322.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-30521835,30521835,PMC6345585,10.1016/j.antiviral.2018.11.017,A potent prolyl tRNA synthetase inhibitor antagonizes Chikungunya and Dengue viruses.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6345585.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-29523836,29523836,PMC6461963,10.1038/s41423-018-0006-2,Type III interferon-induced CBFβ inhibits HBV replication by hijacking HBx.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6461963.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-30550790,30550790,PMC6474419,10.1016/j.cell.2018.11.028,Comparative Flavivirus-Host Protein Interaction Mapping Reveals Mechanisms of Dengue and Zika Virus Pathogenesis.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6474419.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-30550789,30550789,PMC6366944,10.1016/j.cell.2018.08.044,Protein Interaction Mapping Identifies RBBP6 as a Negative Regulator of Ebola Virus Replication.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6366944.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-30528902,30528902,PMC6282456,10.1016/j.isci.2018.11.028,MicroRNA-124 Regulates Fatty Acid and Triglyceride Homeostasis.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6282456.json,drop,"Full text is dominated by clinical, biomarker, drug-screen, protocol, or computational-prioritization content rather than host-pathogen mechanism evidence.",low,low,incidental,medium
pmid-30520725,30520725,PMC6286125,10.7554/eLife.39823,A virus-packageable CRISPR screen identifies host factors mediating interferon inhibition of HIV.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6286125.json,keep,"Full text centers a primary virus and provides assay-supported host interaction, host factor, or pathway mechanism evidence.",high,high,central,high
pmid-30401776,30401776,PMC6222122,10.1128/mBio.01423-18,Splicing Factor 3B Subunit 1 Interacts with HIV Tat and Plays a Role in Viral Transcription and Reactivation from Latency.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6222122.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
pmid-30316304,30316304,PMC6186296,10.1186/s12977-018-0452-z,Host SAMHD1 protein restricts endogenous reverse transcription of HIV-1 in nondividing macrophages.,pmc_xml,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC6186296.json,keep,Full text links a primary virus to a host factor or host pathway mechanism.,high,high,central,medium
