paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-32542055,32542055,The ATGL lipase cooperates with ABHD5 to mobilize lipids for hepatitis C virus assembly.,direct,localization_retention,direct_target,central,"fected cells remain unclear. HCV is a plus-strand RNA virus belonging to the Flaviviridae family. Its single polyprotein is associated upon synthesis with the endoplasmic reticulum (ER) membrane, where the envelope glycoproteins E1 and E2 remain resident [12]. Components of the viral replication complex reorganize ER membranes into a replication organelle, which is composed mostly of double-membrane vesicles and called the membranous we",Introduction,none,high
pmid-32499180,32499180,Drosophila P75 safeguards oogenesis by preventing H3K9me2 spreading.,indirect,ptm_degradation,pathway_or_context,supporting,"P75, also known as PC4 and SFRS1 Interacting Protein 1 (PSIP1) or Lens Epithelium-Derived Growth Factor (LEDGF), is identified as a host factor that recruits the integrase of human immunodeficiency virus-1 (HIV-1) to targeted genomic sites (Cherepanov et al., 2003; Ferris et al., 2010; Gijsbers et al., 2010). Current model suggests that both the PWWP domain (the domain around 70 amino acids with a co",INTRODUCTION,reviewer_calibration,medium
pmid-32438252,32438252,Chemical profiling of HIV-1 capsid-targeting antiviral PF74.,direct,localization_retention,direct_target,central,"itiation and elongation of viral DNA during reverse transcription, and shields viral DNA from cytosolic DNA sensing [7]. In addition, CA interacts with various host factors [8,9], such as TRIM5α [10,11], cleavage and polyadenylation specific factor 6 (CPSF6) [12,13], nucleoporins 153 [14–16] and 358 [17–19] (NUP153, NUP358), MxB [20,21], and Cyclophilin A (CypA) [22–24], to enable various post-entry events [25], including revers",Introduction,none,medium
pmid-32411105,32411105,A Coupled Mathematical Model of the Intracellular Replication of Dengue Virus and the Host Cell Immune Response to Infection.,direct,ptm_degradation,direct_target,central,"n and seven non-structural proteins (NS1, NS2A, NS2B, NS3, NS4A, NS4B, and NS5). Upon entry into the host cell, the viral RNA genome is translated at the rough endoplasmic reticulum (rER) giving rise to a polyprotein, ~3,400 amino acids in length, which is co- and post-translationally cleaved by viral and host proteases into the structural and non-structural proteins (Neufeldt et al., 2018). DV induces membrane alterations at the rER, fo",Introduction,none,medium
pmid-32370067,32370067,The Cellular Protein CAD is Recruited into Ebola Virus Inclusion Bodies by the Nucleoprotein NP to Facilitate Genome Replication and Transcription.,direct,localization_retention,direct_target,central,"ection, NP-associated RNA genomes serve as templates for mRNA transcription and genome replication [4]. For viral replication, NP interacts with the polymerase cofactor VP35, which acts as a linker between NP and the RNA-dependent RNA polymerase L [5]. NP, VP35, and L are sufficient to facilitate EBOV genome replication, while for viral transcription the transcriptional activator VP30 is additionally required [6,7]. EBOV rep",1. Introduction,none,medium
pmid-32325729,32325729,The Nef Protein of the Macrophage Tropic HIV-1 Strain AD8 Counteracts Human BST-2/Tetherin.,direct,localization_retention,direct_target,central,"be discovered, includes the principal global pandemic form of HIV-1. The success of group M viruses has been attributed to their ability to mount a potent anti-BST-2/tetherin (tetherin from hereon) defence in humans [1,2]. Tetherin is a 20 kDa glycoprotein that restricts a broad range of enveloped viruses by preventing their release from infected host cells [3]. Tetherin has two membrane-association domains: (1) a type-2",1. Introduction,none,medium
pmid-32317327,32317327,X-Linked RNA-Binding Motif Protein Modulates HIV-1 Infection of CD4(+) T Cells by Maintaining the Trimethylation of Histone H3 Lysine 9 at the Downstream Region of the 5' Long Terminal Repeat of HIV Proviral DNA.,direct,interaction_cofactor,direct_target,central,"ently been explored as a new adjunct to antiretroviral therapy. The 5′ long terminal repeat (5′-LTR)-driven HIV gene transcription can be modulated by multiple host factors and mechanisms. For example, epigenetic modification of the 5′-LTR of HIV-1 proviral DNA tightly regulates viral gene transcription (5, 6). This may be accomplished by recruitment of histone deacetylases, histone methyltransferases, or DNA methyltransferases;",INTRODUCTION,none,medium
pmid-32292405,32292405,Syndecan 4 Upregulation on Activated Langerhans Cells Counteracts Langerin Restriction to Facilitate Hepatitis C Virus Transmission.,direct,ptm_degradation,direct_target,central,"ressed by immature LCs and capture of HIV-1 by langerin leads to viral internalization into Birbeck granules. Virus fusion triggers degradation of HIV-1 via E3-ubiquitin ligase tri-partite-containing motif 5α (TRIM5α) mediated autophagic degradation, thereby preventing infection of LCs (20, 21). Upon LC activation, as can occur during genital coinfections, LCs lose their protective function, become infected by HIV-1 and effic",Introduction,none,medium
pmid-32291299,32291299,A Sensitive Yellow Fever Virus Entry Reporter Identifies Valosin-Containing Protein (VCP/p97) as an Essential Host Factor for Flavivirus Uncoating.,indirect,ptm_degradation,pathway_or_context,supporting,"e envelope by lateral interactions involving the capsid α5 helix (5). This is surprising, since α5 serves as a signal peptide for translocation of prM into the endoplasmic reticulum (ER) and must be proteolytically removed by the viral NS2B-3 serine protease in order for prM signal peptidase cleavage to occur, which is required for virus assembly (6–8). These results suggest that additional capsid protein dimers lacking α5 helix may be b",INTRODUCTION,reviewer_calibration,medium
pmid-32282853,32282853,TRIM34 restricts HIV-1 and SIV capsids in a TRIM5α-dependent manner.,direct,localization_retention,direct_target,central,"for host restriction factors such as rhesus TRIM5α (the alpha isoform of the TRIM5 gene) and MXB (reviewed in [1, 5]). Many restriction factors are induced by type I Interferon (IFN). Although Human TRIM5α, previously thought to lack significant activity against primate lentiviruses, has recently been shown to restrict wild type (WT) HIV-1 capsids in IFN-treated cells [6, 7]. TRIM5α restriction of retroviral capsids is driven by int",Introduction,none,high
pmid-32273392,32273392,PSGL-1 restricts HIV-1 infectivity by blocking virus particle attachment to target cells.,direct,localization_retention,direct_target,central,"sed on blood CD4 T cells, restricts HIV-1 virion infectivity primarily by interfering with particle binding to target cells. In contrast to the Vpu-antagonized restriction factor BST2/tetherin, which tethers virus particles to the cell surface (38, 39), PSGL-1 does not inhibit virion release. PSGL-1 is a remarkably potent inhibitor; it almost completely inactivates WT HIV-1 particle infectivity at a vector:proviral DNA ratio of 0.05:1",Discussion,none,high
pmid-32228614,32228614,DDX5 potentiates HIV-1 transcription as a co-factor of Tat.,direct,interaction_cofactor,direct_target,central,"DEAD box RNA helicases are ubiquitous cellular proteins with protean functions. They derive their name from the first letter amino acid sequence of their conserved Walker B motif. They bind nucleic acids and are involved in many cellular processes including transcription, pre-mRNA splicing, cellular differentiatio",Background,none,high
pmid-32199981,32199981,Ste24: An Integral Membrane Protein Zinc Metalloprotease with Provocative Structure and Emergent Biology.,indirect,localization_retention,pathway_or_context,supporting,"A series of publications have suggested more general roles for the Ste24 family in multiple processes occurring in the endoplasmic reticulum (ER), including proper orientation of a single-pass TM α-helical protein [41] and the unfolded protein response, a cellular stress response of the ER [42]. Utilizing APYG (the “Awesome Power of Yeast Genetics” [43]), Ste24 was identified to function as a “tra",Translocon unclogging and diabetes,reviewer_calibration,medium
pmid-32176734,32176734,Nucleolar protein NOP2/NSUN1 suppresses HIV-1 transcription and promotes viral latency by competing with Tat for TAR binding and methylation.,direct,localization_retention,direct_target,central,"ome of HIV-1 gene expression and the switch of lytic/latent stages [3], which is substantially subjected to the regulation by host machineries[4].Some of these host factors have been targeted by small-molecule compounds, which can perturb HIV-1 proviral expression and facilitate the elimination of integrated HIV-1 proviruses. Especially, the HIV-1 latency-reversing agents (LRAs), such as HDAC inhibitor (SAHA), protein kinase C a",Introduction,none,high
pmid-32132633,32132633,Very-long-chain fatty acid metabolic capacity of 17-beta-hydroxysteroid dehydrogenase type 12 (HSD17B12) promotes replication of hepatitis C virus and related flaviviruses.,direct,localization_retention,direct_target,central,"nes for the formation of viral RNA replication and virion assembly compartments. Hepatitis C virus (HCV), a member of the Flaviviridae family, induce extensive endoplasmic reticulum (ER) membrane protrusions that generate double-membrane vesicles (DMVs) organized within a membranous web (MW), while other viruses such as flaviviruses dengue virus (DENV), Zika virus (ZIKV) and West Nile virus (WNV) use distinct ER invaginated vesicles as r",Introduction,none,high
pmid-32119644,32119644,Mannose receptor is an HIV restriction factor counteracted by Vpr in macrophages.,direct,ptm_degradation,direct_target,central,"role in the HIV replication cycle continues into late stages. Previous work by our group demonstrated that Vpr counteracts an unidentified macrophage-specific restriction factor that targets Env and Env-containing virions for lysosomal degradation (Mashiba et al., 2014; Collins et al., 2015). This restriction could be conferred to permissive 293T cells by fusing them with MDM to create 293T-MDM heterokaryons. A follow up study demons",Introduction,none,medium
pmid-32098260,32098260,The Role of the RNA-RNA Interactome in the Hepatitis C Virus Life Cycle.,direct,localization_retention,direct_target,central,"as helices duplexes, triple-stranded structures and loop-loop connections. Ultimately, they allow for intricate networks of RNA-RNA interactions, the so-called interactome, which generates dynamic, high-order RNA structures [1]. These networks of contacts include both intra- and intermolecular connections, adding a new level of complexity to the architecture of the RNA genome. The interactions that occur generate different RNA",1. Introduction,none,high
pmid-31940815,31940815,The Ebola Virus Nucleoprotein Recruits the Nuclear RNA Export Factor NXF1 into Inclusion Bodies to Facilitate Viral Protein Expression.,direct,ptm_degradation,direct_target,central,"anscriptional activator viral protein 30 (VP30), which bridges NP and the RNA-dependent RNA polymerase L [4,5,6]. Furthermore, NP interacts with the polymerase cofactor VP35 [5,6]. This interaction regulates the oligomerization and RNA-binding of NP, and also bridges NP to L [5,6,7,8,9]. NP, VP35, VP30, and L, together with the RNA genome, form the ribonucleoprotein complex (RNP) and are sufficient to mediate viral replicati",1. Introduction,none,medium
pmid-31923286,31923286,Epigenetic factor siRNA screen during primary KSHV infection identifies novel host restriction factors for the lytic cycle of KSHV.,direct,localization_retention,direct_target,central,"sher) by following the manufacturer’s instruction. We used a custom-designed human siGENOME SMARTpool siRNA library (Dharmacon), which can target 392 different host factors involved in epigenetic regulation (S4 Table). Each host factor was targeted by a mixture of 4 siRNAs. The cells were collected 60 hours after transfection and total RNA was extracted by using the RNeasy kit (Qiagen). Total RNA was used for cDNA synthesis, whi",Epigenetic factor siRNA screen,none,medium
pmid-31797533,31797533,TRIM21-mediated proteasomal degradation of SAMHD1 regulates its antiviral activity.,indirect,ptm_degradation,pathway_or_context,supporting,"Sterile alpha motif and histidine–aspartic acid domain‐containing protein 1 (SAMHD1) was initially identified as an ortholog of the mouse interferon‐γ‐induced gene MG11 and has been extensively investigated since its identification as an anti‐HIV‐1 restriction factor in 2011 1, 2, 3. SAMHD1 has been reported as an effector of innate immunity",Introduction,reviewer_calibration,medium
pmid-31765920,31765920,A comprehensive proteomics analysis of JC virus Agnoprotein-interacting proteins: Agnoprotein primarily targets the host proteins with coiled-coil motifs.,indirect,ptm_degradation,pathway_or_context,supporting,"host cell environment. In order to overcome this deficiency, they developed virus-specific strategies to modify the host cell environment by targeting specific host proteins, protein complexes, networks and organelles to create a more conducive environment to achieve a successful propagation cycle (Brito and Pinney, 2017; Franzosa and Xia, 2011). JC virus (JCV) is a human polyomavirus with a small double-stranded DNA genome and i",Introduction,reviewer_calibration,medium
pmid-31076402,31076402,Functional microRNA screen uncovers O-linked N-acetylglucosamine transferase as a host factor modulating hepatitis C virus morphogenesis and infectivity.,direct,localization_retention,direct_target,central,"limited access to therapy and DAA failure/viral resistance has been reported in a subset of patients[4, 5]. To overcome these limitations, approaches to target host factors involved in HCV infection and pathogenesis are developed[6, 7]. Interestingly, defined host factors that contribute to the establishment of chronic HCV infection and represent potential antiviral targets, e.g. epidermal growth factor receptor[8], also play a",Introduction,none,high
pmid-31850845,31850845,HIV restriction factor APOBEC3G binds in multiple steps and conformations to search and deaminate single-stranded DNA.,direct,interaction_cofactor,direct_target,central,"The APOBEC3 family of proteins provides humans and other primates with innate immune antiviral resistance. APOBEC3G (A3G) is particularly known for its ability to inhibit the infectivity of human immunodeficiency virus type 1 (HIV-1) (Harris and Liddament, 2004; Malim, 2009) when it is not targeted for degradation by the accessory protein vir",Introduction,none,medium
pmid-31807695,31807695,Hierarchical assembly governs TRIM5α recognition of HIV-1 and retroviral capsids.,direct,ptm_degradation,direct_target,central,"Mammalian cells express a variety of innate immune receptors that sense the presence of invading viruses and induce defensive countermeasures. TRIM5α is an E3 ubiquitin ligase that senses incoming retroviruses by binding to the capsid coat that protects the viral core, subsequently inducing premature core dis",INTRODUCTION,none,medium
pmid-31744918,31744918,Cell-to-Cell Spreading of HIV-1 in Myeloid Target Cells Escapes SAMHD1 Restriction.,direct,localization_retention,direct_target,central,"DCs, and OCs) (22, 24–26), which are not easily infected by cell-free viruses, mainly because of the high expression of cellular restriction factors, including SAMHD1, an enzyme that cleaves deoxynucleoside triphosphates (dNTPs) and depletes the pool of intracellular nucleotides necessary for efficient HIV-1 replication in these noncycling myeloid cells (16, 27–31). This cell-to-cell mode of infection likely plays importan",INTRODUCTION,none,medium
pmid-31736889,31736889,HIV-1 Nef Targets HDAC6 to Assure Viral Production and Virus Infection.,direct,ptm_degradation,direct_target,central,"e lentiviruses HIV-1, HIV-2, and SIV (Stevenson, 1996; Renkema and Saksela, 2000). Because of the over-lapping effector domains on it to interact with multiple cellular proteins, this small viral protein is functionally complex. Hence, Nef fosters a favorable environment for viral replication, subverting a plethora of host cell factors and functions (Arold et al., 1997; O’Neill et al., 2006; Kirchhoff et al., 2008; Lindwasser et al.,",Introduction,none,medium
pmid-31722207,31722207,"The GTPase Domain of MX2 Interacts with the HIV-1 Capsid, Enabling Its Short Isoform to Moderate Antiviral Restriction.",direct,interaction_cofactor,direct_target,central,"Upon viral infection, activation of the innate immune response mobilizes an antiviral state. Central to this process is the production of type 1 interferons (IFNs); these cytokines induce the expression of a cascade of IFN-stimulated genes (ISGs), many of which have direct antiviral properties (Doyle et al., 201",Introduction,none,medium
pmid-31682228,31682228,"IFI16, a nuclear innate immune DNA sensor, mediates epigenetic silencing of herpesvirus genomes by its association with H3K9 methyltransferases SUV39H1 and GLP.",indirect,localization_retention,pathway_or_context,supporting,"Entry of foreign DNA into the nucleus of a eukaryotic cell triggers numerous innate immune responses such as the induction of the inflammasome, type 1 interferon and DNA damage responses, as well as the recruitment of the ND10 or PML body components. In addition to the secretion of pro-inflammatory cytokines as a defense, the cell also maintains it",Introduction,reviewer_calibration,medium
pmid-31648236,31648236,Ebola virus-mediated T-lymphocyte depletion is the result of an abortive infection.,direct,localization_retention,direct_target,central,"1 and low diversity of T cell receptors, as compared to fatal cases [23, 24]. Furthermore, EVD survivors demonstrated lower enrichment of genes associated with interferon signaling in blood compared to patients with fatal infection [25]. These data are consistent with the findings using a monkey model of EVD, that a continuous type I interferon response is likely to inhibit the ability of lymphocytes to contribute the protecti",Introduction,none,medium
pmid-31636628,31636628,Common Nodes of Virus-Host Interaction Revealed Through an Integrated Network Analysis.,indirect,ptm_degradation,pathway_or_context,supporting,"the United Nations have urged for better control of viral diseases. This has led to turning the focus on the host for therapeutic intervention. Targeting the host factors has been proven to be useful for restricting viral infections (7, 8). The small molecule CCR5 inhibitor Maraviroc and the anti-CD4 monoclonal antibody Ibalizumab are examples of successful use of host-directed therapies for combating HIV in clinic (9–11). Vi",1. Introduction,reviewer_calibration,medium
pmid-31636417,31636417,ER-shaping atlastin proteins act as central hubs to promote flavivirus replication and virion assembly.,indirect,localization_retention,pathway_or_context,supporting,"iviruses a significant global health concern1,2. Flavivirus RNA genomes have positive-strand polarity, and after entry into cells, are translated at the rough endoplasmic reticulum (ER) to produce a viral polyprotein that is cleaved into individual proteins. Some of these proteins induce rearrangement of ER membranes creating an environment conducive to viral replication (reviewed in3). For DV and ZV, these rearrangements include 80-100",Introduction,reviewer_calibration,medium
pmid-31582740,31582740,A tri-ionic anchor mechanism drives Ube2N-specific recruitment and K63-chain ubiquitination in TRIM ligases.,exclude,ptm_degradation,incidental,incidental,"TRIM21 and TRIM5 belong to the largest family of RING E3s, the tripartite motif or TRIM ligases1. Both E3s possess an unusual catalytic mechanism whereby they mediate target degradation by transferring ubiquitin to themselves rather than to their substrate2,3. TRIM21 is further distinct in that it does not engage its target directly but indirect",Introduction,tighten_query,high
pmid-31575075,31575075,Exportin-1-Dependent Nuclear Export of DEAD-box Helicase DDX3X is Central to its Role in Antiviral Immunity.,indirect,localization_retention,pathway_or_context,supporting,"localization in the cytoplasm or the nucleus. DDX3X is crucial in regulating innate antiviral immune responses initiated by the retinoic-acid-inducible gene I (RIG-I)-like receptors (RLRs) [1]. RLRs recognize cytoplasmic RNA derived from viruses such as hepatitis C (HCV), influenza A, human immunodeficiency virus type 1 (HIV-1) [2], and parainfluenza virus type 3 (hPIV-3) [3], a major cause of bronchiolitis, bronchitis, a",1. Introduction,reviewer_calibration,medium
pmid-31569640,31569640,Host-HIV-1 Interactome: A Quest for Novel Therapeutic Intervention.,direct,ptm_degradation,direct_target,central,"mes, which are now being revisited for exploring novel drug targets with higher efficacy. Furthermore, focus has been laid on the HIV-1 dependence on different host factors in the nuclear import and export of viral nucleic acids and proteins. While proper nuclear entry and exit is essential for viral replication, the nuclear pore complex can be a key target for virus subversion and may provide the basis for developing antiviral",1. Introduction,none,high
pmid-31551978,31551978,SR-BI Interactome Analysis Reveals a Proviral Role for UGGT1 in Hepatitis C Virus Entry.,direct,localization_retention,direct_target,central,"wing HCV attachment, the viral particle interacts with important entry co-receptors, such as CD81, claudin-1, occludin, and scavenger receptor class B, type I (SR-BI) (Zeisel et al., 2013; Ding et al., 2014). SR-BI interacts with HCV E2 to mediate HCV entry (Scarselli et al., 2002) and is shown to be a promising anti-HCV target. Anti-SR-BI monoclonal antibodies and a small inhibitor against SR-BI have been found to inhibi",Introduction,none,high
pmid-31546825,31546825,Chasing Intracellular Zika Virus Using Proteomics.,indirect,ptm_degradation,pathway_or_context,supporting,"his strict dependency on cellular factors comes with the obligation to replicate intracellularly and the requirement of intimate interactions between viral and cellular proteins. Moreover, most pathogens are preferentially replicating in specific organs and cause virus-associated pathologies. Technological developments in the fields of genomics and proteomics became available in recent years, allowing to systematically map interactio",1. Introduction,reviewer_calibration,medium
pmid-31516086,31516086,Host factor SMYD3 is recruited by Ebola virus nucleoprotein to facilitate viral mRNA transcription.,direct,localization_retention,direct_target,central,"the cytoplasm after virus entry [5]. The transcription of the viral genome generates individual primary mRNA species [6]. The viral mRNAs then utilize cellular translation machinery to produce viral proteins. Viral genomic RNA (vRNA) replicates to produce a full-length complementary RNA (cRNA), which serves as template to generate the vRNA in return. The transcription and replication competent polymerase complex of EBOV consist",Introduction,none,high
pmid-31511380,31511380,Multiple Pathways To Avoid Beta Interferon Sensitivity of HIV-1 by Mutations in Capsid.,direct,ptm_degradation,direct_target,central,"It is well established that type I interferons (IFNs) suppress a wide range of viruses, including HIV-1, by upregulating interferon-stimulated genes (ISGs). Although the molecular mechanisms of the type I IFN-mediated suppression of HIV-1 had been unclear for a long time, recent studies identified several interferon-inducible host factors which suppress HIV-1 replication (1–7). These incl",INTRODUCTION,none,medium
pmid-31461934,31461934,"A Dengue Virus Type 2 (DENV-2) NS4B-Interacting Host Factor, SERP1, Reduces DENV-2 Production by Suppressing Viral RNA Replication.",direct,ptm_degradation,direct_target,central,e predicted transmembrane domains (TMD) [14]. The pTMD4 of the NS4A region (2K) serves as a signal sequence for the translocation of the adjacent NS4B into the endoplasmic reticulum (ER) lumen [15]. DENV NS4B is one of the membrane-bound viral replication complexes in the ER [14]. The DENV NS4B expression was shown to modulate innate immunity signaling by blocking the α/β interferon pathway through the inhibition of STAT1 phosphorylation,1. Introduction,none,medium
pmid-31455647,31455647,ISG15 Deficiency Enhances HIV-1 Infection by Accumulating Misfolded p53.,direct,ptm_degradation,direct_target,central,"onserved pathogen-associated molecular patterns (PAMPs) of human immunodeficiency virus type 1 (HIV-1) (1–10). The host PRR and HIV-1 PAMP interaction triggers innate immune signaling in the infected cells, culminating in the production of type I and III interferons (IFNs), including alpha/beta interferon (IFN-α/β). IFN-α/β signals back via the IFN-α receptor 1 and 2, driving more IFN-α/β production and induction of IFN-stimulate",INTRODUCTION,none,medium
pmid-31431548,31431548,Vpr Enhances HIV-1 Env Processing and Virion Infectivity in Macrophages by Modulating TET2-Dependent IFITM3 Expression.,direct,ptm_degradation,direct_target,central,"n through its interaction with VprBP (9), a most abundant CUL4 binding partner first discovered by its binding with Vpr (also known as DCAF1) (10, 11). Several host proteins have been reported to be targeted by Vpr for ubiquitylation by the CRL4VprBP E3 ligase, including MCM10 (12), UNG2 (13), and MUS81 (14). Recently, we discovered that Vpr targets the DNA demethylase TET2, which functions as a repressor to resolve induction of",INTRODUCTION,none,medium
pmid-31421166,31421166,Small molecule grp94 inhibitors block dengue and Zika virus replication.,direct,ptm_degradation,direct_target,central,"or viral infection or replication represent an alternative approach (Plummer et al., 2015; Barrows et al., 2016; Boldescu et al., 2017; Scaturro et al., 2018). Host factor-targeted antivirals would address not only two limitations associated with vaccines: 1) evasion of immunity caused by viral mutations (Schein et al., 2005) (Chiappelli et al., 2014; Maillard et al., 2014; Silveira et al., 2016; Chang et al., 2016; Sulczewski",Introduction,none,high
pmid-31397674,31397674,USP49 potently stabilizes APOBEC3G protein by removing ubiquitin and inhibits HIV-1 replication.,direct,ptm_degradation,direct_target,central,"er, the HIV-1 accessory protein viral infectivity factor (Vif) can effectively antagonize the antiviral activity of A3G by inducing its degradation through the ubiquitin–proteasome system (UPS) (Kao et al., 2003; Mehle et al., 2004; Sheehy et al., 2003). Vif interacts with A3G through its N-terminal domain and has a SOCS-box motif within its C-terminal domain, which recruits ElonginB, ElonginC, and Cullin5 to form an E3 ubiqu",Introduction,none,medium
pmid-31344133,31344133,SPSB2 inhibits hepatitis C virus replication by targeting NS5A for ubiquitination and degradation.,direct,ptm_degradation,direct_target,central,"hepatitis, cirrhosis, and hepatocellular carcinoma[1]. Although HCV-infected patients are now treated with DAA therapy rather than the combination of pegylated interferon-α and ribavirin, these patients still face several hurdles, such as high treatment costs, drug-resistant variants due to inherent characteristics of RNA viruses, strong pathogenicity of multiple HCV genotypes, reinfection after treatment, and no preventive HC",Introduction,none,medium
pmid-31291580,31291580,Conserved Herpesvirus Protein Kinases Target SAMHD1 to Facilitate Virus Replication.,indirect,ptm_degradation,pathway_or_context,supporting,"ein kinases are referred to as conserved herpesvirus protein kinases (CHPKs). CHPKs have been shown to interact with and potentially phosphorylate a variety of cellular proteins to benefit viral replication (Calderwood et al., 2007; Li et al., 2015, 2011). Deletion and inhibition of CHPKs block the replication of EBV, HCMV, HSV-1, and murine gamma-herpesvirus 68 (MHV68) (El-Guindy et al., 2014; Feederle et al., 2009; Gershburg et al.",INTRODUCTION,reviewer_calibration,medium
pmid-31269971,31269971,The autophagy protein ATG9A promotes HIV-1 infectivity.,direct,ptm_degradation,direct_target,central,"e identified by MS. Raw data were filtered against the CRAPome database, and interaction maps were generated using BioGRID. c Interaction map of HIV-1 Nef with host proteins identified by TAP-MS and grouped according to their cellular functions. d Classification of HIV-1 Nef interactors according to their cellular compartments. e Validation of TAP-MS hits by pulldown (PD) and immunoblotting (IB). HeLa cells were transfected with",Background,none,high
pmid-31253590,31253590,ARIH2 Is a Vif-Dependent Regulator of CUL5-Mediated APOBEC3G Degradation in HIV Infection.,direct,ptm_degradation,direct_target,central,"Viruses depend on cellular machinery for replication. This requires interactions of viral and host proteins, resulting in hijack or suppression of normal host functions (Goff, 2007; Hsu and Spindler, 2012). Accordingly, discovery of host-virus interactions is important for understanding mechanisms of viral infection including replication, antiviral host responses,",INTRODUCTION,none,high
pmid-31213558,31213558,Upregulation of BST-2 by Type I Interferons Reduces the Capacity of Vpu To Protect HIV-1-Infected Cells from NK Cell Responses.,direct,ptm_degradation,direct_target,central,Robust type I interferon (IFN) responses are among the earliest host immune defenses observed during acute HIV-1 infection (1). Interferons play a central role in early antiviral immune responses and efficiently suppress HIV-1 replication in vitro. A part of their antiviral activity,INTRODUCTION,none,medium
pmid-31189110,31189110,TRIM5α Restricts Flavivirus Replication by Targeting the Viral Protease for Proteasomal Degradation.,indirect,ptm_degradation,pathway_or_context,supporting,"s to avoid innate immunity has shaped replication and pathogenesis of different flaviviruses following infection of humans. Host-specific interactions with the interferon (IFN) response have been demonstrated for DENV and ZIKV that can only antagonize IFN-dependent signaling in the context of primate hosts (Best, 2017; Stabell et al., 2018). However, the IFN-stimulated genes (IGSs) that might also contribute to host-specific r",INTRODUCTION,reviewer_calibration,low
pmid-31155311,31155311,MxB Restricts HIV-1 by Targeting the Tri-hexamer Interface of the Viral Capsid.,direct,localization_retention,direct_target,central,"ike GTPases with antiviral activity. The two Mx proteins found in humans, MxA and MxB, originated from an ancient gene duplication. MxA is a well-characterized restriction factor of influenza and a wide range of other viruses (reviewed in Haller et al., 2015). MxB was recently identified as an interferon-inducible restriction factor of HIV-1 and herpesviruses, as well as murine cytomegaloviruses (MCMVs) (Crameri et al., 2018; Goujon e",INTRODUCTION,none,medium
pmid-31068467,31068467,Intrinsic conformational dynamics of the HIV-1 genomic RNA 5'UTR.,direct,interaction_cofactor,direct_target,central,"ial role of these factors in remodeling the structure of the 5′UTR in other steps of the lifecycle, such as initiation of reverse transcription and Gag/Gag-Pol translation.",Discussion,none,medium
pmid-31043663,31043663,The cell adhesion protein CAR is a negative regulator of synaptic transmission.,indirect,localization_retention,pathway_or_context,supporting,"CAR-knockout leads to improved synaptic transmission. Postnatally, CAR determines the strength of excitatory transmission via its interaction with the synaptic vesicle cycling machinery. Thus, we identify CAR as a negative regulator of neuronal communication with a critical role in presynaptic neurons and suggest that therapeutic inhibition of CAR in adults would enhance rather than suppress cognitive function.",Introduction,reviewer_calibration,medium
pmid-31018511,31018511,Identification of RUVBL1 and RUVBL2 as Novel Cellular Interactors of the Ebola Virus Nucleoprotein.,direct,localization_retention,direct_target,central,"rotein (NP), virion protein 35 (VP35), VP40, glycoprotein (GP), VP30, VP24, and the RNA-dependent RNA polymerase (L) [1]. Owing to a relatively limited genome, host factors are essential for a productive viral infection. Notably, several investigations have discovered specific host-pathogen interactions in the EBOV lifecycle. At present, much is known about the host interaction partners of individual EBOV proteins including VP35",1. Introduction,none,high
pmid-31015445,31015445,PIM kinases facilitate lentiviral evasion from SAMHD1 restriction via Vpx phosphorylation.,indirect,ptm_degradation,pathway_or_context,supporting,"Reciprocal interplay between virus and host proteins plays important roles in both promoting and suppressing viral replication1,2. Several host proteins exert significant antiviral effects at multiple steps of the viral life cycle, but viruses have evolved to counteract such host defenses and achieve efficient",Introduction,reviewer_calibration,medium
pmid-30997501,30997501,TNRC6 proteins modulate hepatitis C virus replication by spatially regulating the binding of miR-122/Ago2 complexes to viral RNA.,direct,localization_retention,direct_target,central,"th, with structured 5′ and 3′ terminal untranslated regions (UTRs). The 5′UTR contains an internal ribosome entry site (IRES) that mediates the cap-independent translation of a single large open reading frame encoding both structural and nonstructural viral proteins (2). The liver-specific microRNA (miRNA), miR-122, is an essential pro-viral host factor for HCV that binds to the 5′UTR in association with argonaute 2 (Ago2) prot",INTRODUCTION,none,high
pmid-30894872,30894872,webCEMiTool: Co-expression Modular Analysis Made Easy.,background,interaction_cofactor,incidental,incidental,"pathways (Figure 1B). These pathways can easily be extracted from databases, such as KEGG, Reactome, and MySigDB. Finally, users can integrate the results with interactome data (i.e., protein-protein interactions, transcription factors and their transcribed genes, or even miRNAs and their target genes). This feature enables users to identify critical regulators of modules (Figure 1C), providing valuable insights for experimenta",Materials and Methods,tighten_query,medium
pmid-30886358,30886358,Immunoproteasome activation enables human TRIM5α restriction of HIV-1.,direct,ptm_degradation,direct_target,central,"lls were treated with IFNα-2b (INTRON A, Merck, Sharpe & Dohme Corp.) for 24 h prior to infection. U87-MG CD4+ CXCR4+ cells were treated with DMSO (Sigma), the proteasome inhibitor MG132 (0.2 µM, Abcam, ab141003) or the immunoproteasome inhibitor ONX-0914 (1 µM, ApexBio, A4011).",Cells,none,medium
