paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-29743357,29743357,The Antiviral Activity of the Cellular Glycoprotein LGALS3BP/90K Is Species Specific.,background,localization_retention,incidental,incidental,"cells express an arsenal of genes which encode antiviral proteins. The expression of most, but not all, of them is upregulated by type I interferons. CNP (1), Tetherin (2, 3), and GBP5 (4), proteins of the IFITM family (5, 6), and SERINC5 (7, 8) block particle assembly, block particle release, or reduce HIV-1 particle infectivity, demonstrating that late steps of the lentiviral replication cycle can be targeted by host cell",INTRODUCTION,tighten_query,medium
pmid-29712754,29712754,Arrayed CRISPR screen with image-based assay reliably uncovers host genes required for coxsackievirus infection.,direct,localization_retention,direct_target,central,"rus and adenovirus receptor), which is well known as the receptor of CVB3, was shown as a strong candidate (Supplemental Fig. S1B). Though the lentivirus-based CRISPR screen was easy to perform, we wondered if we had missed other important host factors using this pooled screen. Therefore, we tried to screen each gene one by one in an arrayed format.",Pooled lentiviral CRISPR screen to identify host factors for CVB3 infection,none,high
pmid-29694346,29694346,Aminopeptidase secreted by Chromobacterium sp. Panama inhibits dengue virus infection by degrading the E protein.,direct,localization_retention,direct_target,central,"ed [3]. Among these three viral structural proteins, the E protein is responsible for binding to cell surface receptors, therefore triggering receptor-mediated endocytosis and subsequent internalization of the virion [4]. Our previous work has established that Chromobacterium sp. Panama can inhibit DENV infection in Aedes aegypti when it colonizes the mosquito midgut, as well as in vitro infection of cells when the virus is pr",Introduction,none,high
pmid-29682171,29682171,A novel occludin-targeting monoclonal antibody prevents hepatitis C virus infection in vitro.,direct,localization_retention,direct_target,central,"ns by tight junctions. HCV initially interacts with the basolateral surface of hepatocytes, and is considered to enter at tight junctions via clathrin-mediated endocytosis irrespective of the HCV genotypes [11–13]. Therefore, the host factors that are involved in HCV entry are promising targets to prevent and treat HCV infection. Among the HCV entry factors, the scavenger receptor type B class I (SCARB1) [14], the tetraspanin C",INTRODUCTION,none,medium
pmid-29652486,29652486,Biochemistry and Molecular Biology of Flaviviruses.,indirect,ptm_degradation,pathway_or_context,supporting,"the 3′ end.90 The 5′ and 3′ terminal regions of the flavivirus genome consist of multiple RNA sequences and structures that are essential for replication and translation of the viral genome (see review by Gebhard et al.91). The 5′ terminal region of the genome can be broken into two domains. The first of these domains is all within the 5′UTR and contains the branched stem-loop A (SLA) structure, a feature conserved throughout","2.1.3. Viral Genome: Primary, Secondary, and Tertiary Structure",reviewer_calibration,medium
pmid-29642144,29642144,Lectin microarray and mass spectrometric analysis of hepatitis C proteins reveals N-linked glycosylation.,indirect,localization_retention,pathway_or_context,supporting,glycopatterns of HCV envelope glycoproteins by lectin microarray and MALDI-TOF/TOF-MS (matrix-assisted laser desorption/ionization (MALDI) time-of-flight (TOF) mass spectrometry [MS]). The high-throughput glycomic technology was performed to investigate the glycopatterns on the surface of whole virus particles. The N-linked glycosylation results were analyzed in detail. Our findings provided insights into differences in glycan status,Introduction,reviewer_calibration,medium
pmid-29641562,29641562,Suppression of the pelo protein by Wolbachia and its effect on dengue virus in Aedes aegypti.,direct,localization_retention,direct_target,central,derlying virus blocking are yet to be explored. One of the possible strategies to discover molecular interactions between DENV-Wolbachia-Ae. aegypti is to find host factors that facilitate replication of arboviruses and examine their relative abundance in the presence of Wolbachia infection. A recent study in Drosophila melanogaster has identified the protein pelo as an important host factor facilitating efficient replication of,Introduction,none,medium
pmid-29610346,29610346,Flavivirus internalization is regulated by a size-dependent endocytic pathway.,background,localization_retention,incidental,incidental,"Since LY6E promotes WNV internalization, which is dependent on clathrin-mediated endocytosis, we reasoned that LY6E may also play a role in canonical clathrin-mediated endocytosis. Therefore, we tested whether LY6E is required for uptake of transferrin—a well-characterized endogenous cargo for clathrin-mediated endocytosis. While depletion of CLTC at",LY6E and RNASEK Facilitate Internalization of Large Endocytic Cargo.,tighten_query,medium
pmid-29610341,29610341,Multiple nuclear-replicating viruses require the stress-induced protein ZC3H11A for efficient growth.,indirect,ptm_degradation,pathway_or_context,supporting,"protein expression during virus infection was not accompanied by an increase in the ZC3H11A transcript abundance (Fig. 1E). Since HAdV-5 blocks host cell mRNA translation by inhibiting cap-dependent translation initiation, the results suggest that the virus infection most likely enhanced ZC3H11A protein expression at the level of protein stability. ZBED6, which is expressed from an alternatively spliced transcript from the ZC3",ZC3H11A Is Dispensable for HeLa Cell Survival but Required for Efficient Growth of Human Adenovirus.,reviewer_calibration,medium
pmid-29608613,29608613,Proteomic fingerprinting in HIV/HCV co-infection reveals serum biomarkers for the diagnosis of fibrosis staging.,direct,ptm_degradation,direct_target,central,"re shown in patients with severe fibrosis [8, 14]. Safe, reliable and simple alternatives are needed to diagnose and monitor fibrosis caused by HCV infection. Proteomic fingerprinting is a diagnostic concept based on the idea that disease states are often associated with distinctive configurations of circulating proteins. Analysis of combinations of several biomarkers offers the possibility of enhanced diagnostic accuracy co",Introduction,none,high
pmid-29584632,29584632,Inhibition of Zika Virus Replication by Silvestrol.,indirect,localization_retention,pathway_or_context,supporting,"ighly structured untranslated regions (UTRs) on the 5′- and 3′-ends, which are predicted to form hairpin structures and are essential for viral replication and translation [1,2,3]. The genome acts as a viral mRNA with a single open reading frame that is directly translated into a polyprotein of 3419 or 3410 amino acids for the Africa and French Polynesia strains, respectively [4,5]. This polyprotein is then co- and posttranslat",1. Introduction,reviewer_calibration,medium
pmid-29572260,29572260,Identification and characterization of host proteins bound to dengue virus 3' UTR reveal an antiviral role for quaking proteins.,direct,localization_retention,direct_target,central,"and 3′ untranslated regions (UTRs). The 5′ end is modified with a type I cap structure while the 3′ end, unlike most other cellular mRNA, lacks a poly(A) tail. Translation of the viral genome produces a polyprotein which is co- and post-translationally cleaved into three structural proteins, capsid (C), premembrane (prM), and envelope (E), and seven nonstructural (NS) proteins, NS1, NS2A, NS2B, NS3, NS4A, NS4B, and NS5. DENV in",INTRODUCTION,none,high
pmid-29570734,29570734,Characterization of the adult Aedes aegypti early midgut peritrophic matrix proteome using LC-MS.,exclude,localization_retention,incidental,incidental,"fied and characterized as adult Ae. aegypti peritrophins: intestinal mucin 1 (AeIMUC1) [21] and adult peritrophin 50 (AeAper50) [22]. Therefore, we conducted a mass spectrometry based proteomic analysis to obtain a comprehensive understanding of the adult female Ae. aegypti early PM, with particular interest in adult female PM proteins containing structural features characteristic of peritrophins. Our efforts resulted in the identifi",Introduction,tighten_query,high
pmid-29554922,29554922,A CRISPR screen for factors regulating SAMHD1 degradation identifies IFITMs as potent inhibitors of lentiviral particle delivery.,indirect,ptm_degradation,pathway_or_context,supporting,"ype I IFNs play a central role in activation of innate immunity by turning on a vast transcriptional program that results in enhanced expression of hundreds of Interferon Stimulated Genes (ISGs). Many of these ISGs encode proteins that have antiviral activity, inhibiting viruses at various steps of their life cycle including at the earliest stages of entry [1]. In particular, the InterFeron Induced TransMembrane (IFITM) protei",Background,reviewer_calibration,medium
pmid-29538454,29538454,"Infection with hepatitis C virus depends on TACSTD2, a regulator of claudin-1 and occludin highly downregulated in hepatocellular carcinoma.",direct,localization_retention,direct_target,central,"CV cell culture system continues to be a formidable task. Despite these hurdles, a large number of studies have started to define the HCV life cycle, including viral entry, which is a complex and finely orchestrated multi-step process [3]. Several host proteins that permit HCV entry have been identified, including the two tight junction (TJ) proteins claudin-1 (CLDN1) [4] and occludin (OCLN) [5], the tetraspanin CD81 [6], and t",Introduction,none,high
pmid-29535204,29535204,Interactions between the Hepatitis C Virus Nonstructural 2 Protein and Host Adaptor Proteins 1 and 4 Orchestrate Virus Release.,direct,localization_retention,direct_target,central,"ticles begin to assemble on or near the surface of lipid droplets (LD), where core is concentrated (6). Similar to flaviviruses, HCV is thought to bud into the endoplasmic reticulum (ER), where the envelope glycoproteins are retained. HCV particles, rendered infectious upon budding, exit the cell via the secretory pathway (7), where they cotraffic with various components of the ER, the trans-Golgi network (TGN), and recycling endosomes (",INTRODUCTION,none,high
pmid-29499066,29499066,The interferon-stimulated gene product oligoadenylate synthetase-like protein enhances replication of Kaposi's sarcoma-associated herpesvirus (KSHV) and interacts with the KSHV ORF20 protein.,direct,ptm_degradation,direct_target,central,"e dsDNA genome with more than 85 open reading frames (ORFs) encoding proteins at least 100 amino acids (aa) in length. In addition, it utilizes mechanisms like splicing, mRNA editing, and alternative start codons to further maximize genomic capacity [5]. The poorly characterized ORF20 is an example of this additional complexity. Wildtype ORF20 (ORF20WT) encodes 3 colinear isoforms: the 320 amino acid long full length isoform",Introduction,none,high
pmid-29495640,29495640,Six Heterocyclic Metabolites from the Myxobacterium Labilithrix luteola.,exclude,localization_retention,incidental,incidental,"er Sorangiineae, antimicrobial activities were observed and correlated with some prominent peaks with unique high performance liquid chromatography-diode array/mass spectrometry (HPLC-DAD/MS) characteristics attracted our interest. In the following, the fermentation process was optimized and scaled up, resulting in the discovery of two new and several known compounds. Their isolation and biological and physico-chemical characterizati",1. Introduction,tighten_query,high
pmid-29470500,29470500,Glutathionylation of dengue and Zika NS5 proteins affects guanylyltransferase and RNA dependent RNA polymerase activities.,direct,ptm_degradation,direct_target,central,"NS4A, NS4B and NS5) which direct RNA replication. In primary infections DENV is believed to enter into cells through clathrin coated pits by receptor mediated endocytosis [9, 10] after binding to a protein receptor or receptor complex expressed on the cell surface, although alternate pathways, particularly in mammalian cells have been proposed [11, 12]. In mosquito cells, entry of the virus is also believed to occur by recepto",Introduction,none,high
pmid-29462150,29462150,Host plant forensics and olfactory-based detection in Afro-tropical mosquito disease vectors.,background,localization_retention,incidental,incidental,"the recent past [2, 5, 6, 9]. Given the central role of olfactory cues in locating this key plant resource [40–42], we further used coupled gas chromatography/mass spectrometry and electrophysiological assays to test the hypothesis that these disease vectors use unique odor bouquet to locate their suitable natural host plant. Our results show that the four Afro-tropical mosquito species feed on certain plant species within their eco",Introduction,tighten_query,medium
pmid-29454367,29454367,Reassessment of the capacity of the HIV-1 Env cytoplasmic domain to trigger NF-κB activation.,direct,localization_retention,direct_target,central,"ions are believed to be conserved across HIV types and subtypes [6]. The EnvCD ensures Env incorporation into the nascent virion [7–16]. It also regulates Env trafficking to and from the plasma membrane [17, 18] through the endolysosomal and Trans-Golgi-Network (TGN) by interacting with multiple cellular factors, including AP1–3, TIP47, Rab9, Rab11A/FIP1C and retromer components Vps26 and Vps35 [19–25]. Different groups have r",Manuscript,none,medium
pmid-29453458,29453458,IL-2 Inducible Kinase ITK is Critical for HIV-1 Infection of Jurkat T-cells.,direct,localization_retention,direct_target,central,"as current treatment approaches target mostly viral proteins only3. Thus, the control of HIV-1 by endogenous restriction factors and the dependency on specific host factors have become a focus in modern infectiology4–6. Approaches that enhance or reduce such endogenous factors (e.g., by influencing natural cellular processes) may be less prone to treatment failure, at least theoretically. Recently, it was shown that inhibition o",Introduction,none,medium
pmid-29451494,29451494,Single-cell transcriptional dynamics of flavivirus infection.,indirect,ptm_degradation,pathway_or_context,supporting,"the high genetic diversity of flaviviruses. Since viruses usurp the cellular machinery at every stage of their life cycle, a therapeutic strategy is to target host factors essential for viral replication (Bekerman and Einav, 2015). To this end it is paramount to understand the interaction dynamics between viruses and the host, to identify pro- and antiviral host factors and to monitor their dynamics in the course of viral infec",Introduction,reviewer_calibration,low
pmid-29447265,29447265,Dynamic remodeling of lipids coincides with dengue virus replication in the midgut of Aedes aegypti mosquitoes.,direct,localization_retention,direct_target,central,"surrounds the capsid protein and genomic RNA of DENV particles [8]. This membranous structure facilitates virus release from infected cells by budding into the endoplasmic reticulum and re-entry into new cells through fusion of virus-host membranes [7, 9, 10]. Additionally, electron tomography has revealed that significant rearrangements of host cell membrane architecture occur upon DENV infection [4, 7, 11–13]. Virus-induced membrane st",Introduction,none,high
pmid-29437971,29437971,N-Terminomics TAILS Identifies Host Cell Substrates of Poliovirus and Coxsackievirus B3 3C Proteinases That Modulate Virus Infection.,direct,ptm_degradation,direct_target,central,"es that function in processing and maturation of viral proteins for the synthesis of new virus particles. In addition, viral proteinases can target a subset of host proteins to modulate cellular processes that facilitate virus infection (2). Viral proteinases have been well characterized among the picornavirus family, which includes members of the Enterovirus genus, poliovirus (PV) and coxsackievirus B3 (CVB3). Enterovirus infect",INTRODUCTION,none,high
pmid-29432452,29432452,A conserved Eph family receptor-binding motif on the gH/gL complex of Kaposi's sarcoma-associated herpesvirus and rhesus monkey rhadinovirus.,direct,localization_retention,direct_target,central,"cess of both rhadinoviruses. Whether the interaction of rhadinoviral gH/gL with Ephs also promotes fusion is so far unclear. In contrast, contribution to virus endocytosis, trafficking, and establishment of infection has been described by several reports [15–19]. KSHV binds EphA2 with high affinity and only exhibits very weak interactions with other A-type Ephs [15,16]. Despite very divergent primary sequences of gH and gL of R",Introduction,none,high
pmid-29425767,29425767,Proteomic profiling of HIV-infected T-cells by SWATH mass spectrometry.,direct,localization_retention,direct_target,central,"ical concern and highlights the need for the continued development of new antiviral therapies. One under-explored class of inhibitors are compounds that target cellular proteins to disrupt HIV replication. Targeting cellular factors is difficult as the host-virus relationship is complex. As an obligate intracellular parasite, the virus induces cellular changes to establish infection and promote replication. Host cells initiate innate",Introduction,none,high
pmid-29425228,29425228,KSHV oral shedding and plasma viremia result in significant changes in the extracellular tumorigenic miRNA expression profile in individuals infected with the malaria parasite.,direct,localization_retention,direct_target,central,"cripts encoding microRNAs (miRNA) [19, 20]. MiRNAs are short non-coding RNAs that have modulatory effects on different signaling pathways through repression of translation initiation of specific messenger RNAs (mRNAs)[21]. Those miRNAs targeting host genes associated with carcinogenesis, including oncogenes and tumor suppressors, are called oncomiRs [22, 23]. Several thousand cellular miRNAs have been identified in the human ge",Introduction,none,high
pmid-29380205,29380205,RNA binding protein 24 regulates the translation and replication of hepatitis C virus.,direct,localization_retention,direct_target,central,"non-structural proteins by host and viral proteinases. Like other positive-strand RNA viruses, the genomic RNA of HCV is believed to serve as the template for translation and negative-strand RNA synthesis (Ranjith-Kumar and Kao, 2006). The same RNA cannot serve as template for both processes simultaneously because translation proceeds in the 5′ to 3′ direction, whereas negative-strand RNA synthesis occurs in the 3′ to 5′ direc",Introduction,none,medium
pmid-29373715,29373715,Positive-sense RNA viruses reveal the complexity and dynamics of the cellular and viral epitranscriptomes during infection.,indirect,localization_retention,pathway_or_context,supporting,"as in the genome of Rous Sarcoma virus (RSV) (23). The function of this PTM in influenza and SV40 mRNAs is unknown, but is likely to involve modulation of RNA splicing in RSV (23). Recent groundbreaking studies have shown that m6A can affect replication and stability of HIV-1 RNA, which demonstrated for the first time the impact of PTMs on specific steps of a viral lifecycle (24–26). Similar m6A activities on viral RNA have",INTRODUCTION,reviewer_calibration,medium
pmid-29370305,29370305,Alterations of HIV-1 envelope phenotype and antibody-mediated neutralization by signal peptide mutations.,direct,localization_retention,direct_target,central,"ion surface. All membrane-bound and secreted proteins, including HIV-1 Env, contain N-terminal signal peptides (SP) that target the nascent polypeptides to the endoplasmic reticulum (ER). During the transport through the ER and subsequently the Golgi apparatus, HIV-1 Env is subjected to extensive glycosylation that adorns ~30 potential N-linked glycans on each gp160 molecule. Disulfide bonds are also formed, enabling the protein to adopt",Introduction,none,high
pmid-29346774,29346774,Mannose Receptor 1 Restricts HIV Particle Release from Infected Macrophages.,direct,localization_retention,direct_target,central,"HIV-1 can also use the interaction with hMRC1 to its own advantage (Nguyen and Hildreth, 2003). Some pathogens, including HIV-1, have evolved to antagonize the innate immune function of MRC1 by downregulating mannose receptor from the cell surface (Ezekowitz et al., 1981; Basu et al., 1991; Shepherd et al., 1997; Koziel et al., 1998). In the case of HIV-1, Nef was reported to induce cell surface down-modulation of hMRC1 without a",INTRODUCTION,none,high
pmid-29339432,29339432,Deregulation of HDAC5 by Viral Interferon Regulatory Factor 3 Plays an Essential Role in Kaposi's Sarcoma-Associated Herpesvirus-Induced Lymphangiogenesis.,direct,localization_retention,direct_target,central,"i-angiogenic gene expression, suggesting that HDAC5 is a crucial proangiogenic factor in the endothelium (12, 17). The KSHV genome encodes four types of viral interferon regulatory factors (vIRFs), vIRF1 to vIRF4, which are homologous to cellular IRFs, which are clustered within one genomic locus (18–20). Although all vIRFs inhibit both host interferon response and control cellular growth, differences in their activation char",INTRODUCTION,none,high
pmid-29317151,29317151,Structure-activity relationships of cryptopleurine analogs with E-ring modifications as anti-hepatitis C virus agents.,direct,ptm_degradation,direct_target,central,"s progress into chronic diseases, including steatosis, cirrhosis, and liver cancer.1 The standard of care for the treatment for HCV infection include pegylated interferon-α (IFN-α), ribavirin, and IFN-free direct-acting antiviral (DAA) agents. The recent use of DAA, including protease inhibitors and polymerase inhibitors, have advanced the efficacy of anti-HCV agents to almost cure for most HCV genotypes.2 However, DAA treatme",Introduction,none,high
pmid-29294313,29294313,K48-linked polyubiquitination of dengue virus NS1 protein inhibits its interaction with the viral partner NS4B.,direct,ptm_degradation,direct_target,central,"ted to other flaviviruses that cause important human disease including zika virus (ZIKV), West Nile virus (WNV), and yellow fever virus (YFV) (Holbrook, 2017). Translation of the viral positive-sense genomic RNA produces a polyprotein that is co- and post-translationally cleaved by host and viral proteases. Structural proteins C, prM, and E are located in the polyprotein amino terminus, followed by nonstructural (NS) proteins N",1. Introduction,none,high
pmid-29290613,29290613,The Antiviral and Cancer Genomic DNA Deaminase APOBEC3H Is Regulated by an RNA-Mediated Dimerization Mechanism.,indirect,ptm_degradation,pathway_or_context,supporting,"er HIV-1 restrictive APOBEC3 family members, A3D and A3H (Wang et al., 2011; York et al., 2016; Zhen et al., 2012). Fourth, interactions between many different cellular proteins, including but not limited to A3F, A3G, APOBEC1, and AID, are disrupted by RNase A treatment and thus likely RNA-mediated (Basu et al., 2011; Chiu et al., 2006; Gallois-Montbrun et al., 2008; Gallois-Montbrun et al., 2007; Kozak et al., 2006; Nowak et al., 20",INTRODUCTION,reviewer_calibration,medium
pmid-29259080,29259080,Identification of a second binding site on the TRIM25 B30.2 domain.,indirect,ptm_degradation,pathway_or_context,supporting,"ctions cause profound morbidity and mortality and remain a significant global health issue. The first line of defense against infection is mediated by the host innate immune response. Viral pathogens and/or their products are, in general, detected by three families of invariant pathogen recognition receptors: the membrane-bound Toll-like receptors, the cytoplasmic, retinoic acid-inducible gene-I (RIG-I)-like receptors (RLRs) and",Introduction,reviewer_calibration,medium
pmid-29206656,29206656,HIV integration sites and implications for maintenance of the reservoir.,direct,localization_retention,direct_target,central,"It is now apparent that interactions of the virus with specific host proteins will influence the site of HIV integration. Specifically, microtubules, the nuclear pore proteins and host proteins such as Lens Epithelium-Derived Growth Factor (LEDGF) can determine where HIV integrates which in turn can determines the transcriptional activ",Host factor control of HIV integration,none,medium
pmid-29139348,29139348,Regulation of hepatitis C virus replication via threonine phosphorylation of the NS5A protein.,direct,localization_retention,direct_target,central,"re required for assembly of, but do not form part of, infectious virus particles. NS3 to NS5B are necessary and sufficient to form a membrane-associated genome replication complex [7]. Numerous prior studies demonstrated that HCV (mediated in particular by NS4B and NS5A) induces extensive rearrangement of the endoplasmic reticulum to create a membranous web, which is essential for viral RNA replication [7–9]. NS5A (~450 amino acid) is",Introduction,none,high
pmid-29136179,29136179,Fluorescently-tagged human eIF3 for single-molecule spectroscopy.,indirect,localization_retention,pathway_or_context,supporting,"mRNA translation is a structurally and compositionally dynamic process. In eukaryotes, initiation is the most complex stage of translation, establishing the reading frame for protein synthesis and acting as an important input for post-transcriptional gene regulation (1–3). Th",INTRODUCTION,reviewer_calibration,medium
pmid-32263854,32263854,Composite vector formulation for multiple siRNA delivery as a host targeting antiviral in a cell culture model of hepatitis C virus (HCV) infection.,direct,localization_retention,direct_target,central,"and sub-genotypes of RNA viruses such as HCV, targeting viral sequences remains challenging. The recent development of host targeting agents (HTAs), targeting host factors required for viral propagation, constitutes an interesting alternative to overcome viral mutation and resistance to treatment.6 Delivery of HTAs using the nanoparticle technology offers the opportunity to provide an effective and innovative strategy to widen",Introduction,none,medium
pmid-30480234,30480234,"Genetic, Transcriptome, Proteomic, and Epidemiological Evidence for Blood-Brain Barrier Disruption and Polymicrobial Brain Invasion as Determinant Factors in Alzheimer's Disease.",indirect,localization_retention,pathway_or_context,supporting,"lent in vulnerable regions of the AD brain [82, 83]. The proteins found in plaques and tangles also contain many related to the immune system, inflammation and autophagy, all of which play a general role in pathogen defense [84– 86] as does Aβ. Previous studies have shown that the host genes involved in the life cycles of several pathogens implicated in AD relate to AD susceptibility genes [80]. The proteins found in AD plaq",INTRODUCTION,reviewer_calibration,medium
pmid-29404040,29404040,Potential of RP-UHPLC-DAD-MS for the qualitative and quantitative analysis of sofosbuvir in film coated tablets and profiling degradants.,indirect,localization_retention,pathway_or_context,supporting,"2]. This class includes new direct acting antiviral drugs, such as sofosbuvir, that can cure hepatitis C infection with minimal side effects in comparison with interferon and ribavirin [3], but access to diagnosis and treatment is very limited and expensive [1], [4] depending on the country. Sofosbuvir (CAS no 1190307-88-0; GS-7977) has recently been discovered [2] and proved to be effective against HCV 1, 2, 3, 4 and 6 genoty",Introduction,reviewer_calibration,medium
pmid-29359168,29359168,SERINC as a Restriction Factor to Inhibit Viral Infectivity and the Interaction with HIV.,direct,localization_retention,direct_target,central,"and counteract the host's immune response and achieve successful infection that allows them to spread [5, 6]. Within these capabilities is the blocking of the host proteins that interfere at different stages of the viral cycle [7, 8]. These proteins are called “viral restriction factors” and they seek to counteract the action of viruses by providing a cellular barrier, being the first line of defense against viral infection [9,",2. Retrovirus and Host Defense,none,high
pmid-29354102,29354102,Ultrastructural Localization and Molecular Associations of HCV Capsid Protein in Jurkat T Cells.,direct,localization_retention,direct_target,central,"s and protects the viral RNA, multimerizing with itself to form the viral capsid (Santolini et al., 1994). In mammalian infected cells, HCV core interacts with endoplasmic reticulum membranes, lipid droplets and other cellular and viral proteins to promote assembly of new virions. However, several inhibitory molecules and the lack of some host factors can hamper viral production by disrupting the core multimerization process and the coor",Introduction,none,high
pmid-29264452,29264452,Coxsackievirus-Induced Proteomic Alterations in Primary Human Islets Provide Insights for the Etiology of Diabetes.,direct,ptm_degradation,direct_target,central,elleted cells were solubilized in 50% trifluoroethanol in 50 mM triethyl ammonium bicarbonate and sonicated as described [21]. The liquid chromatography-tandem mass spectrometry (MS) methods are listed in the Supplemental Materials and Methods.,F. Extraction and Processing of Proteins for Mass Spectrometry,none,high
pmid-29261661,29261661,Individual co-variation between viral RNA load and gene expression reveals novel host factors during early dengue virus infection of the Aedes aegypti midgut.,direct,interaction_cofactor,direct_target,central,"rategies [7,8]. Accordingly, recent genome-wide screens identified multiple human and insect factors required for DENV infectivity [9–12]. For example, several endoplasmic reticulum-associated proteins are necessary for Flavivirus infection in both human and insect cells [9,12]. Functional validation in vivo in Aedes mosquitoes is an important step of such genome-wide screens because candidate host factors identified in model systems are",Introduction,none,high
pmid-29245944,29245944,Extracellular vesicles from KSHV-infected endothelial cells activate the complement system.,direct,localization_retention,direct_target,central,"difficulty in separation of EVs from virions. In this study, we have isolated EVs from de novo KSHV-infected human endothelial cells during the period between viral entry and virion production. Proteomics analysis of EVs from KSHV-infected cells showed an association with the complement system. We have found that these EVs potently activate the alternative complement pathway by exploiting the endogenous C3 and properdin. Final",INTRODUCTION,none,high
pmid-29241533,29241533,A Small-Molecule Oligosaccharyltransferase Inhibitor with Pan-flaviviral Activity.,background,localization_retention,incidental,incidental,"nts and provide a different mode of action that complements direct-antiviral drugs (Kaufmann et al., 2017). Recent genome-wide genetic screens revealed several endoplasmic reticulum (ER)-localized protein complexes to be essential for viral infection (Ma et al., 2015; Marceau et al., 2016; Savidis et al., 2016; Zhang et al., 2016). In particular, deletion of oligosaccharyltransferase (OST) subunits resulted in a >99% reduction of flavivi",Introduction,tighten_query,medium
pmid-29221196,29221196,Identification of cellular genes and pathways important for tumorigenicity of hepatocellular carcinoma cell lines by proteomic profiling.,indirect,ptm_degradation,pathway_or_context,supporting,"or therapeutic targets [2]. Another remaining question is whether the levels of mRNAs truly reflect their corresponding proteins [3]. Unlike genomic profiling, proteomic analysis directly determines the levels of protein expression, which is a better measurement of cellular functions. Accordingly, HCC proteomic profiling is the method of choice for determining the underlying molecular mechanism of HCC initiation, progression,",INTRODUCTION,reviewer_calibration,medium
pmid-29208937,29208937,Elucidating the in vivo interactome of HIV-1 RNA by hybridization capture and mass spectrometry.,direct,ptm_degradation,direct_target,central,"ts in the cytoplasm, sequence motifs present in the partially spliced and unspliced transcripts lead to the use of alternative cellular pathways to effect both translation and virion assembly3. In order to understand these processes, it is critical to identify the proteins that interact with the various forms of the HIV RNAs. The unspliced HIV transcript is of particular interest because it not only codes for the Gag and Gag-P",Introduction,none,high
pmid-29202041,29202041,Global Transcriptome Analysis of Aedes aegypti Mosquitoes in Response to Zika Virus Infection.,background,localization_retention,incidental,incidental,"e mosquito vectors (5), reflecting evolutionary adaptations of the viruses with mosquitoes through intricate interactions, which involve optimal utilization of host factors for replication and avoidance of overt antiviral responses. However, a number of studies have shown major transcriptomic changes in the mosquito vectors in response to flavivirus infection. These changes suggest regulation of a wide range of host genes involv",INTRODUCTION,tighten_query,medium
pmid-29202020,29202020,Computational Model and Dynamics of Monomeric Full-Length APOBEC3G.,background,ptm_degradation,incidental,incidental,"APOBEC proteins are cellular cytidine deaminases with important roles in mammalian innate immune responses.1−3 Among them, major attention is given to APOBEC3G (A3G), which restricts the replication of HIV-1, hepatitis B virus, retrotransposons, and other DNA-based parasites.4−6 Inhibition of HIV-1 replication can occur in two ways: by deamination of vir",Introduction,tighten_query,medium
pmid-29133794,29133794,Unique phenotypes and clonal expansions of human CD4 effector memory T cells re-expressing CD45RA.,background,localization_retention,incidental,incidental,No decisive in-scope host-pathogen mechanism passage found in normalized text.,body,tighten_query,medium
pmid-29129698,29129698,Evaluation of Different Parameters of Humoral and Cellular Immune Responses in HIV Serodiscordant Heterosexual Couples: Humoral Response Potentially Implicated in Modulating Transmission Rates.,direct,localization_retention,direct_target,central,"have not been fully identified, it has been suggested that genetic (presence of HLA-B*57, HLA-B*27, HLA-B*13 and HLA-B*58.01) and immune (CD8+ T-cell response) host factors could be involved (McDermott and Koup, 2012, Gonzalo-Gil et al., 2017). Similarly, recent evidence indicated that humoral immunity could mediate protection in this group (Lambotte et al., 2009, Ackerman et al., 2016). In the same line, there are other indivi",Introduction,none,medium
pmid-29109710,29109710,Aedes aegypti Molecular Responses to Zika Virus: Modulation of Infection by the Toll and Jak/Stat Immune Pathways and Virus Host Factors.,indirect,interaction_cofactor,pathway_or_context,supporting,"., 2016). Different mosquito populations and strains can vary in permissiveness to virus infection. This variability is driven by the virus’ compatibility with host factors and its ability to elicit and evade the action of the mosquito’s restriction factors, many of which are components of the insect’s innate immune system. The immune responses of arthropods are, to a significant degree, regulated by the Toll, immune deficiency",Introduction,reviewer_calibration,medium
pmid-29045829,29045829,Escaping Host Factor PI4KB Inhibition: Enterovirus Genomic RNA Replication in the Absence of Replication Organelles.,indirect,localization_retention,pathway_or_context,supporting,"ey have been postulated to play a role in the evasion of the innate antiviral host responses by shielding vRNA products from cytosolic sensors such as MDA5 and RIG-I, which signal to activate the type I interferon (IFN-α/β) pathway, and protein kinase R (PKR), which activates an integral stress response (Schulz and Mossman, 2016, White and Lloyd, 2012). Members of the Enterovirus genus, belonging to the Picornaviridae fa",Introduction,reviewer_calibration,low
pmid-29045406,29045406,MicroRNA profiling of human primary macrophages exposed to dengue virus identifies miRNA-3614-5p as antiviral and regulator of ADAR1 expression.,direct,localization_retention,direct_target,central,"(NS1, NS2A, NS2B, NS3, NS4A, NS4B and NS5) by viral and cellular proteases [7]. The non-structural viral proteins will, subsequently, in companion with several cellular proteins, start negative strand RNA synthesis. The negative RNA strand serves as a template for the synthesis of new positive RNA strands, which then initiate a new translation cycle or associate with capsid proteins to form a nucleocapsid [8]. Virus assembly starts b",Introduction,none,high
