paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-35022207,35022207,Precision Targeting of Mutant PI3Kα in Cancer by Selective Degradation.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;drug resistance;resistance,none,high,direct_mechanistic
pmid-34635506,34635506,Genomic and Transcriptomic Correlates of Thyroid Carcinoma Evolution after BRAF Inhibitor Therapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;discontinuation;progression;cell-cycle;epigenetic;resistance,tighten_query,medium,exclude
pmid-35004676,35004676,Transcriptomic and Metabolomic Profiling in Helicobacter pylori-Induced Gastric Cancer Identified Prognosis- and Immunotherapy-Relevant Gene Signatures.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;metabolic;response;immune,tighten_query,medium,exclude
pmid-34968392,34968392,HPV16 E1 dysregulated cellular genes involved in cell proliferation and host DNA damage: A possible role in cervical carcinogenesis.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;metabolic;response;immune;pik3ca;mapk,tighten_query,medium,exclude
pmid-34916808,34916808,Effective Disease Control After Combinatorial Treatment with a PD-1 Antibody and an mTOR Inhibitor for Recurrent Ovarian Clear Cell Carcinomas: A Case Report and Literature Review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: response;immune;pik3ca;mtor;pi3k,tighten_query,medium,exclude
pmid-34842356,34842356,Large-scale genomic sequencing reveals adaptive opportunity of targeting mutated-PI3Kα in early and advanced HER2-positive breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-34771420,34771420,Gallbladder Cancer: Current Insights in Genetic Alterations and Their Possible Therapeutic Implications.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;biomarker;response;phase 2;immune;pik3ca,tighten_query,medium,exclude
pmid-34590028,34590028,Brief Report: Heterogeneity of Acquired Resistance Mechanisms to Osimertinib and Savolitinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;patient-derived;combinations;progression;resistance,tighten_query,medium,exclude
pmid-34526820,34526820,Treatment with Anlotinib After Chemotherapy and EGFR-TKI Resistance in Lung Adenosquamous Carcinoma with Concurrent EGFR and PIK3CA Mutations: A Case Report and Literature Review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;immune,tighten_query,medium,exclude
pmid-34479035,34479035,PIK3CA mutations in plasma circulating tumor DNA predict survival and treatment outcomes in patients with advanced cancers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-34433648,34433648,"A Phase I Study of LSZ102, an Oral Selective Estrogen Receptor Degrader, with or without Ribociclib or Alpelisib, in Patients with Estrogen Receptor-Positive Breast Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;or combination;progression;cell-cycle,tighten_query,medium,exclude
pmid-34295201,34295201,"Lung Cancer with MET exon 14 Skipping Mutation: Genetic Feature, Current Treatments, and Future Challenges.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;bypass signaling;progression-free;discontinuation;resistance,tighten_query,medium,exclude
pmid-34283064,34283064,Longitudinal Circulating Tumor DNA Analysis in Blood and Saliva for Prediction of Response to Osimertinib and Disease Progression in EGFR-Mutant Lung Adenocarcinoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;resistance;response,tighten_query,medium,exclude
pmid-34257082,34257082,Cell Line-Specific Network Models of ER(+) Breast Cancer Identify Potential PI3Kα Inhibitor Resistance Mechanisms and Drug Combinations.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;intrinsic resistance;clinical benefit;resistance,none,high,direct_mechanistic
pmid-34249687,34249687,Prognosis and Concurrent Genomic Alterations in Patients With Advanced NSCLC Harboring MET Amplification or MET Exon 14 Skipping Mutation Treated With MET Inhibitor: A Retrospective Study.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-34201252,34201252,Comparison of Resistance Spectra after First and Second Line Osimertinib Treatment Detected by Liquid Biopsy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;resistance;response;relapse;pik3ca,tighten_query,medium,exclude
pmid-34173341,34173341,Next-generation sequencing of tissue and circulating tumor DNA: Resistance mechanisms to EGFR targeted therapy in a cohort of patients with advanced non-small cell lung cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-34127844,34127844,PI3K inhibitors are finally coming of age.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;pathway reactivation;combination trials;clinical benefit;progression-free;discontinuation,tighten_query,medium,exclude
pmid-34058070,34058070,NGS-based liquid biopsy profiling identifies mechanisms of resistance to ALK inhibitors: a step toward personalized NSCLC treatment.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: treatment failure;combinations;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-34055653,34055653,The Orphan Nuclear Receptor Gene NR0B2 Is a Favorite Prognosis Factor Modulated by Multiple Cellular Signal Pathways in Human Liver Cancers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;biomarker;metabolic;response,tighten_query,medium,exclude
pmid-34016182,34016182,Modeling clonal structure over narrow time frames via circulating tumor DNA in metastatic breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-34006291,34006291,Prospective high-throughput genome profiling of advanced cancers: results of the PERMED-01 clinical trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-33982444,33982444,The role of comprehensive analysis with circulating tumor DNA in advanced non-small cell lung cancer patients considered for osimertinib treatment.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33976551,33976551,"Advances in Therapy for Hormone Receptor (HR)-Positive, Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Advanced Breast Cancer Patients Who Have Experienced Progression After Treatment with CDK4/6 Inhibitors.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;clinical benefit;response,none,high,direct_mechanistic
pmid-33953802,33953802,"Characterization of the tumor immune-microenvironment of adenocarcinoma of lung with a metastatic lesion in the pancreas treated successfully with first-line, single-agent pembrolizumab.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;response,tighten_query,medium,exclude
pmid-33947692,33947692,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;or combination;progression;resistance,tighten_query,medium,exclude
pmid-33924134,33924134,Implementation of Precision Oncology for Patients with Metastatic Breast Cancer in an Interdisciplinary MTB Setting.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;progression-free survival;progression-free,none,high,direct_mechanistic
pmid-33893289,33893289,Genomic profile of advanced breast cancer in circulating tumour DNA.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;epigenetic;resistance;response;relapse;immune,tighten_query,medium,exclude
pmid-33886505,33886505,The impact of tumor epithelial and microenvironmental heterogeneity on treatment responses in HER2+ breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;combinations;progression;epigenetic;resistance;response,tighten_query,medium,exclude
pmid-33868999,33868999,Association of Body Mass Index With Somatic Mutations in Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;metabolic;response;immune;pik3ca;her2,tighten_query,medium,exclude
pmid-33799597,33799597,"Phase Ib Trial of Copanlisib, A Phosphoinositide-3 Kinase (PI3K) Inhibitor, with Trastuzumab in Advanced Pre-Treated HER2-Positive Breast Cancer ""PantHER"".",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;phase 2;pik3ca;ctdna,tighten_query,medium,exclude
pmid-33602685,33602685,Clinical and Biomarker Results from Phase I/II Study of PI3K Inhibitor Alpelisib plus Nab-paclitaxel in HER2-Negative Metastatic Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33546249,33546249,TP53 Mutations as a Driver of Metastasis Signaling in Advanced Cancer Patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;combinations;progression;epigenetic;resistance,tighten_query,medium,exclude
pmid-33469255,33469255,Development and therapeutic potential of 2-aminothiazole derivatives in anticancer drug discovery.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;cell-cycle;resistance;alpelisib;mtor;pi3k,tighten_query,medium,exclude
pmid-33403024,33403024,Genomic and clinical characteristics of MET exon14 alterations in a large cohort of Chinese cancer patients revealed distinct features and a novel resistance mechanism for crizotinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-33293374,33293374,Genomic Characterization of de novo Metastatic Breast Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: cell-cycle;epigenetic;resistance;alpelisib;response;immune,tighten_query,medium,exclude
pmid-33204026,33204026,Mutational profiles associated with resistance in patients with BRAFV600E mutant colorectal cancer treated with cetuximab and encorafenib +/- binimetinib or alpelisib.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;response,none,high,direct_mechanistic
pmid-33203645,33203645,"Neratinib-Plus-Cetuximab in Quadruple-WT (KRAS, NRAS, BRAF, PIK3CA) Metastatic Colorectal Cancer Resistant to Cetuximab or Panitumumab: NSABP FC-7, A Phase Ib Study.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;or combination;combinations,tighten_query,medium,exclude
pmid-33190190,33190190,"Clinical Challenges in the Management of Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer: A Literature Review.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;or combination;combinations;progression,tighten_query,medium,exclude
pmid-33168657,33168657,"FDA Approval Summary: Alpelisib Plus Fulvestrant for Patients with HR-positive, HER2-negative, PIK3CA-mutated, Advanced or Metastatic Breast Cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;or combination;progression;resistance;alpelisib;metabolic,tighten_query,medium,exclude
pmid-35117735,35117735,Significance of genetic sequencing in patients with lung adenocarcinoma with transformation to small cell lung cancer: a case report and systematic review.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-35117688,35117688,"Antitumor activity and safety of sirolimus for solid tumors with PIK3CA mutations: A multicenter, open-label, prospective single-arm study (KM 02-01, KCSG UN17-16).",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;progression;resistance,tighten_query,medium,exclude
pmid-33384957,33384957,Genotyping Squamous Cell Lung Carcinoma in Colombia (Geno1.1-CLICaP).,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;response;immune;pik3ca;pi3k;pten,tighten_query,medium,exclude
pmid-33318517,33318517,Combined PI3Kα-mTOR Targeting of Glioma Stem Cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;resistance;alpelisib;metabolic;response,tighten_query,medium,exclude
pmid-33194681,33194681,Case Report: Primary and Acquired Resistance Mechanisms of Nimotuzumab in Advanced Esophageal Squamous Cell Carcinoma Revealed by Targeted Sequencing.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33125909,33125909,Biomarker-driven therapies for previously treated squamous non-small-cell lung cancer (Lung-MAP SWOG S1400): a biomarker-driven master protocol.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;biomarker-defined;progression-free;discontinuation;combinations;progression,tighten_query,medium,exclude
pmid-33112820,33112820,Akt1 genetic variants confer increased susceptibility to thyroid cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;metabolic;response;pik3ca;mtor,tighten_query,medium,exclude
pmid-33088912,33088912,"Practical classification of triple-negative breast cancer: intratumoral heterogeneity, mechanisms of drug resistance, and novel therapies.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;combinations;progression;resistance,tighten_query,medium,exclude
pmid-33082753,33082753,Cutaneous Adnexal Carcinoma with Apocrine Differentiation: A Challenging Diagnosis and Personalized Treatment with mTOR Inhibitor in a Very Rare Disease.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;metabolic;response;pik3ca;her2,tighten_query,medium,exclude
pmid-33059733,33059733,TAM family receptors in conjunction with MAPK signalling are involved in acquired resistance to PI3Kα inhibition in head and neck squamous cell carcinoma.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;feedback activation;resistance,none,high,direct_mechanistic
pmid-33059724,33059724,Inter-tumor genomic heterogeneity of breast cancers: comprehensive genomic profile of primary early breast cancers and relapses.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;relapse;pik3ca;esr1,tighten_query,medium,exclude
pmid-33036331,33036331,CDK 4/6 Inhibition Overcomes Acquired and Inherent Resistance to PI3Kα Inhibition in Pre-Clinical Models of Head and Neck Squamous Cell Carcinoma.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-33024200,33024200,Assessment of prognostic implication of a panel of oncogenes in bladder cancer and identification of a 3-gene signature associated with recurrence and progression risk in non-muscle-invasive bladder cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-33004031,33004031,"Targeted next-generation sequencing assays using triplet samples of normal breast tissue, primary breast cancer, and recurrent/metastatic lesions.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;resistance;alpelisib;relapse;pik3ca,tighten_query,medium,exclude
pmid-32976773,32976773,Metabolic Imaging Detects Resistance to PI3Kα Inhibition Mediated by Persistent FOXM1 Expression in ER(+) Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-32953503,32953503,PI3K-AKT-mTOR pathway alterations in advanced NSCLC patients after progression on EGFR-TKI and clinical response to EGFR-TKI plus everolimus combination therapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: treatment failure;clinical benefit;discontinuation;progression;resistance;response,tighten_query,medium,exclude
pmid-32953500,32953500,Concomitant genetic alterations are associated with response to EGFR targeted therapy in patients with lung adenocarcinoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;response;immune,tighten_query,medium,exclude
pmid-32953006,32953006,PI3K inhibitors: review and new strategies.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;resistance;alpelisib;pik3ca;pi3k;pten,tighten_query,medium,exclude
pmid-32899250,32899250,PI3K p110α Blockade Enhances Anti-Tumor Efficacy of Abemaciclib in Human Colorectal Cancer Cells.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;patient-derived;or combination;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-32864625,32864625,Alterations in PTEN and ESR1 promote clinical resistance to alpelisib plus aromatase inhibitors.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;resistance,none,high,direct_mechanistic
pmid-32795346,32795346,Targeting activated PI3K/mTOR signaling overcomes acquired resistance to CDK4/6-based therapies in preclinical models of hormone receptor-positive breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-32793495,32793495,Longitudinal Monitoring of EGFR and PIK3CA Mutations by Saliva-Based EFIRM in Advanced NSCLC Patients With Local Ablative Therapy and Osimertinib Treatment: Two Case Reports.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-32782489,32782489,Targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive HER2 negative advanced breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;progression;resistance;alpelisib,tighten_query,medium,exclude
pmid-32676317,32676317,ctDNA analysis reveals different molecular patterns upon disease progression in patients treated with osimertinib.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;progression-free;discontinuation;combinations;progression,tighten_query,medium,exclude
pmid-32665850,32665850,Anti-EGFR therapy in metastatic colorectal cancer: mechanisms and potential regimens of drug resistance.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;epigenetic;resistance;alpelisib,tighten_query,medium,exclude
pmid-32557577,32557577,"Tipifarnib in recurrent, metastatic HRAS-mutant salivary gland cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;discontinuation;combinations;resistance,tighten_query,medium,exclude
pmid-32365913,32365913,Mutation-Associated Phenotypic Heterogeneity in Novel and Canonical PIK3CA Helical and Kinase Domain Mutants.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;response;pik3ca;akt,tighten_query,medium,exclude
pmid-32352244,32352244,"Buparlisib in combination with tamoxifen in pretreated patients with hormone receptor-positive, HER2-negative advanced breast cancer molecularly stratified for PIK3CA mutations and loss of PTEN expression.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-32322420,32322420,Targeted next generation sequencing identifies somatic mutations in a cohort of Egyptian breast cancer patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: or combination;progression;resistance;alpelisib;response;pik3ca,tighten_query,medium,exclude
pmid-32318348,32318348,Circulating Tumor DNA Is Capable of Monitoring the Therapeutic Response and Resistance in Advanced Colorectal Cancer Patients Undergoing Combined Target and Chemotherapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;combinations;progression;resistance;biomarker,tighten_query,medium,exclude
pmid-32215186,32215186,Early prediction of resistance to tyrosine kinase inhibitors by plasma monitoring of EGFR mutations in NSCLC: a new algorithm for patient selection and personalized treatment.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-32203070,32203070,Plasma cell-free DNA-based predictors of response to abiraterone acetate/prednisone and prognostic factors in metastatic castration-resistant prostate cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-32184619,32184619,An EGFR-Amplified Cervical Squamous Cell Carcinoma Patient with Pulmonary Metastasis Benefits from Afatinib: A Case Report.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;biomarker;response;pik3ca,tighten_query,medium,exclude
pmid-32107691,32107691,Identification of targeted therapy options for gastric adenocarcinoma by comprehensive analysis of genomic data.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-32035020,32035020,"Fulvestrant plus capivasertib versus placebo after relapse or progression on an aromatase inhibitor in metastatic, oestrogen receptor-positive breast cancer (FAKTION): a multicentre, randomised, controlled, phase 2 trial.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;resistant models;discontinuation;progression,tighten_query,medium,exclude
pmid-31991072,31991072,Two-point-NGS analysis of cancer genes in cell-free DNA of metastatic cancer patients.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;relapse;pik3ca;ctdna;her2,tighten_query,medium,exclude
pmid-31976308,31976308,Current concepts in ameloblastoma-targeted therapies in B-raf proto-oncogene serine/threonine kinase V600E mutation: Systematic review.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;biomarker;response;pik3ca;mapk;pten,tighten_query,medium,exclude
pmid-31952518,31952518,"The PI3K subunits, P110α and P110β are potential targets for overcoming P-gp and BCRP-mediated MDR in cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;metabolic;response;pik3ca;pi3k,tighten_query,medium,exclude
pmid-31934607,31934607,"Phase II evaluation of copanlisib, a selective inhibitor of Pi3kca, in patients with persistent or recurrent endometrial carcinoma harboring PIK3CA hotspot mutations: An NRG Oncology study (NRG-GY008).",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;clinical benefit;progression-free;combinations;progression,tighten_query,medium,exclude
pmid-31911548,31911548,Tumor Analyses Reveal Squamous Transformation and Off-Target Alterations As Early Resistance Mechanisms to First-line Osimertinib in EGFR-Mutant Lung Cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;discontinuation;combinations;progression;epigenetic,tighten_query,medium,exclude
pmid-31828849,31828849,Potential mechanism of primary resistance to icotinib in patients with advanced non-small cell lung cancer harboring uncommon mutant epidermal growth factor receptor: A multi-center study.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;ctdna;mtor,tighten_query,medium,exclude
