paper_id,pmid,doi,title,abstract,publication_types,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,review_frame_role,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-16303321,16303321,10.1016/j.jsgi.2005.09.007,Advances in understanding the molecular causes of diabetes-induced birth defects.,"OBJECTIVE: To review the current understanding of the molecular causes of birth defects resulting from diabetic pregnancy, with a focus on neural tube defects. METHODS: A mouse model of diabetic pregnancy is described, in which embryo gene expression associated with neural tube defects is examined. Chemical, physiologic, or genetic manipulations are employed to elucidate critical pathways affected by increased glucose metabolism, and how abnormal gene expression disrupts neural tube closure. RESULTS: Increased glucose delivery to embryos, or activation of pathways that are stimulated by high glucose, such as the hexosamine biosynthetic pathway or hypoxia, increase oxidative stress in embryos, inhibit expression of Pax3, a gene that encodes a transcription factor that is required for neural tube closure, and increase neural tube defects. Conversely, blocking these pathways, or providing the antioxidants, reduced glutathione or vitamin E, suppress the adverse effects of excess glucose. Pax3 decreases steady-state levels of the p53 tumor-suppressor protein, such that when Pax3 is deficient, p53 protein increases, leading to increased neuroepithelial apoptosis prior to completion of neural tube closure. Embryos that lack both functional Pax3 protein and p53 do not display neuroepithelial apoptosis or neural tube defects. CONCLUSIONS: Excess glucose metabolism by embryos resulting from maternal hyperglycemia disturbs a complex network of biochemical pathways, leading to oxidative stress. Oxidative stress inhibits expression of genes, such as Pax3, which control essential developmental processes. Pax3 protein is required during neural tube development to suppress p53-dependent cell death and consequent abortion of neural tube closure, but is not required to control expression of genes that direct neural tube closure. Impaired embryo gene expression resulting from oxidative stress, and consequent apoptosis or disturbed organogenesis, may be a general mechanism to explain diabetic embryopathy.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",2006,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-16300735,16300735,10.1016/j.bbrc.2005.10.214,Transcriptional activity of Pax3 is co-activated by TAZ.,"Pax3 is a transcription factor which functions in embryonic development and human diseases. In a yeast two-hybrid screen with full-length Pax3 as bait, we isolated a clone encoding transcriptional co-activator with PDZ-binding motif (TAZ) from an E10.5 mouse embryo cDNA library. Co-immunoprecipitation and nuclear co-localization of TAZ with Pax3 suggest that their association is functionally relevant. In situ hybridization revealed TAZ and Pax3 expression to partially overlap in the paraxial mesoderm, limb buds, and the neural tube. In C2C12 myoblast cells and NIH3T3 cells, TAZ enhanced the transcriptional activity of Pax3 on artificial and microphthalmia-associated transcription factor promoter-luciferase constructs, suggesting that TAZ can function as a co-activator of Pax3. Functional interaction between Pax3 and TAZ may provide a clue to clarifying the mechanism by which Pax3 serves as a transcriptional activator during embryogenesis.","Journal Article;Research Support, Non-U.S. Gov't",2006,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract])",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
pmid-16077930,16077930,,Expression and activity of vascular endothelial growth factor and metalloproteinases in alveolar and embryonal rhabdomyosarcoma cell lines.,"Rhabdomyosarcoma (RMS) is a malignant tumour of skeletal muscle origin which includes two major histological subtypes: alveolar rhabdomyosarcoma (ARMS), the more aggressive, and embryonal rhabdomyosarcoma (ERMS). In order to establish whether the higher metastatic potential of ARMS cells may depend on differential expression of specific matrix metalloproteinases (MMPs) and angiogenesis-related factors, we studied the expression of MMP-2, MT1-MMP, TIMP-2, VEGF and VEGF receptors in four ARMS (RH30, RH4, RH18, RH28), three ERMS (RD, RH36, SMS-CTR) and one undifferentiated sarcoma cell line (A204). Semi-quantitative analysis of MMP-2 revealed high levels of expression in 3 out of 4 ARMS cell lines whereas, among ERMS, only RH36 showed comparable levels of the protease. TIMP-2 and MT1-MMP showed no significant differences among cell lines. in vitro invasiveness was also evaluated. The MMP-2-overexpressing RH30 cells were more invasive than RD cells, which expressed low levels of MMP-2. Exogenous expression of the ARMS specific PAX3-FKHR chimeric protein in RD cells increased MMP-2 activity and invasiveness. Of the three main VEGF isoforms only VEGF165 and VEGF121 were detected in RMS lines: ARMS expressed both isoforms, whereas the ERMS cell line SMS-CTR and the undifferentiated sarcoma cell line A204 showed the VEGF121 isoform only. All RMS cell lines expressed VEGFR-1 at mRNA as well as at protein level. The VEGFR-2, on the contrary, was undetectable with the sole exception of the RH28 cell line. Overall, our data suggest that a high level of MMP-2 protein and VEGF/VEGFR expression may contribute to the metastatic phenotype of ARMS cells and that exogenously induced PAX3-FKHR expression increases MMP-2 secretion and invasive capability of RMS cells.","Journal Article;Research Support, Non-U.S. Gov't",2005,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15963731,15963731,10.1016/j.smim.2005.05.012,Bone marrow microenvironmental changes in aged mice compromise V(D)J recombinase activity and B cell generation.,"B cell generation and immunoglobulin (Ig) diversity in mice is compromised with aging. Our recent work sought to understand mechanism(s) that contribute to reduced B cell production in aged mice. Using in vivo labeling, we found that reduction in marrow pre-B cells reflects increased attrition during passage from the pro-B to pre-B cell pool. Analyses of reciprocal bone marrow (BM) chimeras reveal that the production rates of pre-B cells are controlled primarily by microenvironmental factors, rather than intrinsic events. To understand changes in pro-B cells that could diminish production of pre-B cells, we evaluated rag2 expression and V(D)J recombinase activity in pro-B cells at the single cell level. The percentage of pro-B cells that express rag2 is reduced in aged mice and is correlated with both a loss of V(D)J recombinase activity in pro-B cells and reduced numbers of pre-B cells. Reciprocal BM chimeras revealed that the aged microenvironment also determines rag2 expression and recombinase activity in pro-B cells. These observations suggest that extrinsic factors in the BM that decline with age are largely responsible for less efficient V(D)J recombination in pro-B cells and diminished progression to the pre-B cell stage. These extrinsic factors may include cytokines and chemokines derived from BM stromal cells that are essential to the development of B cell precursors. The changes during aging within the BM hematopoietic microenvironment most likely are linked to the physiology of aging bone. Bone degrades with age (osteoporosis) due to decreased formation of new bone by osteoblasts. Marrow stem cells (MSC) are considered the progenitor of both adipocytes, osteoblasts and hematopoietic stromal cells and a controlled reciprocal regulation exists of osteoblast versus adipocyte differentiation; with age adipocytes increase, and osteoblast decrease. It is possible that stromal cell generation from MSC is compromised during aging. Currently, understanding of BM microenvironmental factors that regulate rag gene expression is very limited. However, as early progenitors differentiate, it is increasing clear that a limited set of transcription factors (e.g. ikaros, PU.1, E2A, EBF, pax5) regulate B-lineage specific genes, and that expression and stability of these factors is responsive to the microenvironment. Current and future work by several groups will strive to understand mechanisms that regulate these factors and how aging impacts these regulatory circuits.","Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, P.H.S.;Review",2005,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15929661,15929661,10.1089/thy.2005.15.417,Long-term effect of norepinephrine on thyroglobulin gene expression in FRTL-5 cells.,"Many types of evidence support a role of the sympathetic nervous system in the regulation of thyroid function, although there is no general consensus on the type of influence that catecholamines exert. Depending on the experimental approach, epinephrine and norepinephrine (NE) can stimulate, inhibit, or fail to act on thyroid function. The aim of this study was to determine the effect of NE on thyroglobulin (Tg) synthesis and gene expression in FRTL-5 cells. Tg content, measured by immunoprecipitation with a specific antibody, showed that NE caused a 45% inhibition of thyrotropin (TSH) effect. The content of Tg mRNA was analyzed by Northern blot, the relative inhibition in total Tg mRNA levels from NE-treated cells, compared to TSH alone, ran parallel with inhibition in Tg content, while total RNA did not change after incubation with NE. There was no alteration in Tg mRNA stability by NE. When plasmids harboring different sequences of Tg promoter fused to the CAT reporter gene were transfected into FRTL-5 cells, TSH treatment stimulated promoter activity while NE diminished this effect by 43%-55%. Northern blots were performed to analyze mRNA for thyroid transcription factors (TTF1, TTF2, Pax8), and no significant changes were observed with the different treatments. In conclusion these results suggest that NE inhibits Tg synthesis at the transcriptional level.","Journal Article;Research Support, Non-U.S. Gov't",2005,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15927679,15927679,10.1016/j.leukres.2004.12.010,Transcription factor expression in B-cell precursor-leukemia cell lines: preferential expression of T-bet.,"A number of transcription factors (TFs) have been reported that play crucial roles in hematopoiesis. However, only little is known about how these factors are involved in the mechanisms of hematopoietic development and lineage commitment. To investigate the roles of TFs in human B-cell precursors (BCPs), the present study analyzed the expression of the following 16 hematopoietic TFs: AML1, C/EBPalpha, C/EBPbeta, C/EBPgamma, C/EBPepsilon, E2A, Ets-1, GATA-1, GATA-2, GATA-3, Ikaros, IRF-1, Pax5, PU.1, T-bet and TCF-1 in 30 human BCP-leukemia cell lines. All BCP-leukemia cell lines were found to be positive for the expression of AML1, C/EBPgamma, E2A, Ets-1, IRF-1, Pax5 and PU.1 at the mRNA level. The mRNA expression of C/EBPalpha, C/EBPbeta, C/EBPepsilon, GATA-2, Ikaros, T-bet and TCF-1 was detected in 2 to 29 of the cell lines. Eight BCP-cell lines showed positivity for the dominant negative Ikaros isoform Ik6, while others were positive for expression of Ik1, 2, 3 and 4. GATA-1 and GATA-3 were universally negative. The expression of C/EBPalpha, PU.1 and T-bet was positive at the protein level in five, 29 and four out of 30 BCP-cell lines, respectively. Cell lines were stimulated with interleukin (IL)-7 and/or interferon (IFN)-gamma to investigate the regulation of TF expression. T-bet was clearly induced in the two cell lines NALM-19 and NALM-29 after stimulation. C/EBPbeta and IRF-1 were up-regulated in both cell lines and TCF-1 was down-regulated in NALM-19. No significant changes were observed for the other 12 TFs. The present report could provide useful information in the study of the role of TFs on normal and malignant human BCPs.",Journal Article,2005,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15906682,15906682,,Stability of genomic DNA in dried blood spots stored on filter paper.,"The stability of DNA in dried blood samples obtained from the neonatal screening program in Thailand was retrospectively studied in order to determine the conditions necessary for the long term storage of samples for DNA banking. Specimens from 1991 to 2001, which had been kept in the ambient conditions at the Department of Medical Science, Ministry of Public Health, Thailand, were randomly sampled and used for the study. Genomic DNA was extracted from the samples and DNA fragments of the PAX8 and beta-globin genes were amplified by PCR to determine DNA stability. The study showed that 255-bp and 674-bp fragments of the PAX8 gene could be amplified from all the samples. The DNA fragment of 1,039 bp of the beta-globin gene could be detected in all of the samples for the years 1993 to 2001, but only in seven and five out of the ten studied samples for each of the years 1991 and 1992, respectively. Our study shows that genomic DNA is stable in dried blood stored on filter paper at ambient tropical conditions for at least 11 years. However, DNA quality for amplification of larger DNA fragments decreased when the specimens were stored for longer than 10 years.","Journal Article;Research Support, Non-U.S. Gov't",2005,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15706084,15706084,10.1089/ars.2005.7.367,The intracellular localization of APE1/Ref-1: more than a passive phenomenon?,"Human apurinic/apyrimidinic endonuclease 1/redox effector factor-1 (APE1/Ref-1) is a perfect paradigm of the functional complexity of a biological macromolecule. First, it plays a crucial role, by both redox-dependent and -independent mechanisms, as a transcriptional coactivator for different transcription factors, either ubiquitous (i.e., AP-1, Egr-1, NF-kappaB, p53, HIF) or tissue-specific (i.e., PEBP-2, Pax-5 and -8, TTF-1), in controlling different cellular processes such as apoptosis, proliferation, and differentiation. Second, it acts, as an apurinic/apyrimidinic endonuclease, during the second step of the DNA base excision repair pathway, which is responsible for the repair of cellular alkylation and oxidative DNA damages. Third, it controls the intracellular reactive oxygen species production by negatively regulating the activity of the Ras-related GTPase Rac1. Despite these known functions of APE1/Ref-1, information is still scanty about the molecular mechanisms responsible for the coordinated control of its several activities. Some evidence suggests that the expression and subcellular localization of APE1/Ref-1 are finely tuned. APE1/Ref-1 is a ubiquitous protein, but its expression pattern differs according to the different cell types. APE1/Ref-1 subcellular localization is mainly nuclear, but cytoplasmic staining has also been reported, the latter being associated with mitochondria and/or presence within the endoplasmic reticulum. It is not by chance that both expression and subcellular localization are altered in several metabolic and proliferative disorders, such as in tumors and aging. Moreover, a fundamental role played by different posttranslational modifications in modulating APE1/Ref-1 functional activity is becoming evident. In the present review, we tried to put together a growing body of information concerning APE1/Ref-1's different functions, shedding new light on present and future directions to understand fully this unique molecule.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.;Review",2005,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15623552,15623552,10.1073/pnas.0408840102,"Pax2 expression occurs in renal medullary epithelial cells in vivo and in cell culture, is osmoregulated, and promotes osmotic tolerance.","Pax2 is a transcription factor that is crucial for kidney development, and it is also expressed in the normal adult kidney, where its physiological function is unknown. In the present study, we find by cDNA microarray analysis that Pax2 expression in second-passage mouse inner-medullary epithelial cells is increased by a high NaCl concentration, which is significant because NaCl levels are normally high in the inner medulla in vivo, and varies with urinary concentration. Furthermore, a high NaCl concentration increases Pax2 mRNA and protein expression in mouse inner medullary collecting duct (mIMCD3) cells, and its transcriptional activity. Pax2 mRNA and protein expression is high in normal adult mouse renal inner medulla but much lower in renal cortex. Pax2 protein is present in collecting duct cells in both renal medulla and cortex and in thin descending limbs of Henle's loop in inner medulla. Treating Brattleboro rats with desamino-Cys-1,d-Arg-8 vasopressin, which increases inner-medullary NaCl concentration, causes a 4-fold increase in inner-medullary Pax2 protein. Treatment with furosemide, which decreases inner-medullary NaCl, reduces inner-medullary Pax2 mRNA and protein. Pax2-specific short interfering RNA increases high NaCl concentration-induced activation of caspase-3 and apoptotic bodies in mIMCD3 cells. We thus conclude that (i) Pax2 is expressed in normal renal medulla, (ii) its expression is regulated there by the normally high and variable NaCl concentration, and (iii) it protects renal medullary cells from high NaCl concentration-induced apoptosis.","Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.",2005,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (fold*[Title/Abstract] OR chaperon*[Title/Abstract] OR conformational[Title/Abstract]) AND (stability[Title/Abstract] OR protein[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract])) NOT (immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15650356,15650356,10.1089/thy.2004.14.1037,"Cytoplasmic localization of the paired box gene, Pax-8, is found in pediatric thyroid cancer and may be associated with a greater risk of recurrence.","The paired box-8 protein (Pax-8) has been observed in the nucleus of normal adult thyroids, follicular adenomas, follicular thyroid cancers, and papillary thyroid cancers (PTC) but not undifferentiated thyroid cancers. To our knowledge, Pax-8 has not been studied in pediatric thyroid cancer. Because of the more favorable prognosis for PTC in children compared to young patients, we hypothesized that Pax-8 expression might be different in pediatric thyroid cancers. To test this, we stained 47 thyroid lesions from children and young patients for Pax-8. Pax-8 was located in the cytoplasm (cPAX) or nucleus (nPAX) in the majority of samples. There was no significant difference in nPAX between benign and malignant lesions. However, cPAX was more commonly seen in PTC than autoimmune diseases (p = 0.01) and the intensity of cPAX staining correlated with tumor size (p = 0.041), metastasis, age, completeness of resection, local invasion, and tumor size (MACIS) scores (p = 0.045), and the presence of invasion, metastasis, recurrence, or persistence (p = 0.012). Disease-free survival was significantly reduced for cancers with intense cPAX staining (p = 0.0003). These data show that cPAX is common in PTC, and although limited by small sample size, suggest an association with higher MACIS scores, an aggressive clinical course, and an increased risk of clinically evident recurrence for children and young patients.",Journal Article,2004,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15456759,15456759,10.1074/jbc.M411021200,Human PTIP facilitates ATM-mediated activation of p53 and promotes cellular resistance to ionizing radiation.,"Mus musculus Pax2 transactivation domain-interacting protein (Ptip) is an essential gene required for the maintenance of genome stability, although its precise molecular role is unclear. Human PTIP (hPTIP) was recently isolated in a screen for proteins, translated from cDNA pools, capable of interacting with peptides phosphorylated by the ATM (ataxia telangiectasia-mutated)/ATR (ataxia telangiectasia-related) protein kinases. hPTIP was described as a 757-amino acid protein bearing four BRCT domains. Here we report that instead full-length endogenous hPTIP contains 1069 amino acids and six BRCT domains. hPTIP shows increased association with 53BP1 in response to ionizing radiation (IR) but not in response to other DNA-damaging agents. Whereas translocation of both 53BP1 and hPTIP to sites of IR-induced DNA damage occurs independently of ATM, IR-induced association of PTIP and 53BP1 requires ATM. Deletion analysis identified the domains of 53BP1 and hPTIP required for protein-protein interaction and focus formation. Data characterizing the cellular roles of hPTIP are also presented. Small interfering RNA was used to show that hPTIP is required for ATM-mediated phosphorylation of p53 at Ser(15) and for IR-induced up-regulation of the cyclin-dependent kinase inhibitor p21. Lowering hPTIP levels also increased cellular sensitivity to IR, suggesting that this protein plays a critical role in maintaining genome stability.","Journal Article;Research Support, Non-U.S. Gov't",2004,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract]) AND (stability[Title/Abstract] OR ""protein stability""[Title/Abstract] OR degradation[Title/Abstract] OR ""protein degradation""[Title/Abstract] OR ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract] OR immunohistochem*[Title/Abstract] OR biomarker*[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (sumoylat*[Title/Abstract] OR desumoylat*[Title/Abstract] OR phosphor*[Title/Abstract] OR acetylat*[Title/Abstract] OR methylat*[Title/Abstract] OR ""post-translational""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract]); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])) NOT (promoter[Title/Abstract] OR target[Title/Abstract] OR immunohistochem*[Title/Abstract])",exclude,Title/abstract does not show the required entity plus mechanism/evidence plus outcome claim shape.,medium,background_only,agent,none,,,
pmid-15355349,15355349,10.1111/j.1432-1033.2004.04312.x,The HNF1beta transcription factor has several domains involved in nephrogenesis and partially rescues Pax8/lim1-induced kidney malformations.,"The tissue-specific transcription factors HNF1alpha and HNF1beta are closely related homeodomain proteins conserved in vertebrate evolution. Heterozygous mutations in human HNF1beta but not in HNF1alpha genes are associated with kidney malformations. Overexpression of HNF1beta in Xenopus embryos leads to defective pronephros development, while HNF1alpha has no effect. We have defined the regions responsible for this functional difference between HNF1beta and HNF1alpha in transfected HeLa cells as well as in injected Xenopus embryos. Using domain swapping experiments, we located a nuclear localization signal in the POUH domain of HNF1beta, and showed that the POUS and POUH domains of HNF1beta mediate a high transactivation potential in transfected cells. In injected Xenopus embryos three HNF1beta domains are involved in nephrogenesis. These include the dimerization domain, the 26 amino acid segment specific for splice variant A as well as the POUH domain. As HNF1beta together with Pax8 and lim1 constitute the earliest regulators in the pronephric anlage, it is possible that they cooperate during early nephrogenesis. We have shown here that HNF1beta can overcome the enlargement and the induction of an ectopic pronephros mediated by overexpression of Pax8 and lim1. However, the phenotype induced by Pax8 and lim1 overexpression and characterized by cyst-like structures and thickening of the pronephric tubules was not altered by HNF1beta overexpression. Taken together, HNF1beta acts antagonistically to Pax8 and lim1 in only some processes during nephrogenesis, and a simple antagonistic relationship does not completely describe the functions of these genes. We conclude that HNF1beta has some distinct morphogenetic properties during nephrogenesis.","Journal Article;Research Support, Non-U.S. Gov't",2004,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])) NOT (Pax8cre[Title/Abstract] OR ""Pax8-Cre""[Title/Abstract] OR ""Pax7-CreER""[Title/Abstract])",include,"Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.",high,direct,agent,none,,,
