"paper_id","pmid","doi","title","abstract","publication_types","year","source_query","abstract_reviewer_decision","abstract_reviewer_rationale","abstract_reviewer2_decision","abstract_reviewer2_rationale","abstract_reviewer2_confidence","promotion_decision","review_frame_role"
"pmid-24013662","24013662","10.1038/bcj.2013.37","A novel selective small-molecule PI3K inhibitor is effective against human multiple myeloma in vitro and in vivo.","Developing effective therapies against multiple myeloma (MM) is an unresolved challenge. Phosphatidylinositol-3-kinase (PI3K) activation may be associated with tumor progression and drug resistance, and inhibiting PI3K can induce apoptosis in MM cells. Thus, targeting of PI3K is predicted to increase the susceptibility of MM to anticancer therapy. The lead compound of a novel class of PI3K inhibitors, BAY80-6946 (IC50=0.5 nM against PI3K-α), was highly efficacious in four different MM cell lines, where it induced significant antitumoral effects in a dose-dependent manner. The compound inhibited cell cycle progression and increased apoptosis (P<0.001 compared with controls). Moreover, it abrogated the stimulation conferred by insulin-like growth-factor-1, a mechanism relevant for MM progression. These cellular effects were paralleled by decreased Akt phosphorylation, the main downstream target of PI3K. Likewise, profound antitumoral activity was observed ex vivo, as BAY80-6946 significantly inhibited proliferation of freshly isolated myeloma cells from three patients (P<0.001 compared with vehicle). In addition, BAY80-6946 showed convincing in vivo activity against the human AMO-1 and MOLP-8 myeloma cell lines in a preclinical murine xenograft model, where treatment with 6 mg/kg every other day for 2 weeks reduced the cell numbers by 87.0% and 69.3%, respectively (P<0.001 compared with vehicle), without overt toxicity in treated animals.","Journal Article","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23986086","23986086","10.18632/oncotarget.1234","Dietary restriction-resistant human tumors harboring the PIK3CA-activating mutation H1047R are sensitive to metformin.","Cancer cells expressing constitutively active phosphatidylinositol-3 kinase (PI3K) are proliferative regardless of the absence of insulin, and they form dietary restriction (DR)-resistant tumors in vivo. Because the binding of insulin to its receptors activates the PI3K/AKT/mammalian target of rapamycin (mTOR) signaling cascade, activating mutations in the PIK3CA oncogene may determine tumor response to DR-like pharmacological strategies targeting the insulin and mTOR pathways. The anti-diabetic drug metformin is a stereotypical DR mimetic that exerts its anti-cancer activity through a dual mechanism involving insulin-related (systemic) and mTOR-related (cell-autonomous) effects. However, it remains unclear whether PIK3CA-activating mutations might preclude the anti-cancer activity of metformin in vivo. To model the oncogenic PIK3CA-driven early stages of cancer, we used the clonal breast cancer cell line MCF10DCIS.com, which harbors the gain-of-function H1047R hot-spot mutation in the catalytic domain of the PI3KCA gene and has been shown to form DR-refractory xenotumors. To model PIK3CA-activating mutations in late stages of cancer, we took advantage of the isogenic conversion of a PIK3CA-wild-type tumor into a PIK3CA H1047R-mutated tumor using the highly metastatic colorectal cancer cell line SW48. MCF10DCIS.com xenotumors, although only modestly affected by treatment with oral metformin (approximately 40% tumor growth inhibition), were highly sensitive to the intraperitoneal (i.p.) administration of metformin, the anti-cancer activity of which increased in a time-dependent manner and reached >80% tumor growth inhibition by the end of the treatment. Metformin treatment via the i.p. route significantly reduced the proliferation factor mitotic activity index (MAI) and decreased tumor cellularity in MCF10DCIS.com cancer tissues. Whereas SW48-wild-type (PIK3CA+/+) cells rapidly formed metformin-refractory xenotumors in mice, ad libitum access to water containing metformin significantly reduced the growth of SW48-mutated (PIK3CAH1047R/+) xenotumors by approximately 50%. Thus, metformin can no longer be considered as a bona fide DR mimetic, at least in terms of anti-cancer activity, because tumors harboring the insulin-unresponsive, DR-resistant, PIK3CA-activating mutation H1047R remain sensitive to the anti-tumoral effects of the drug. Given the high prevalence of PIK3CA mutations in human carcinomas and the emerging role of PIK3CA mutation status in the treatment selection process, these findings might have a significant impact on the design of future trials evaluating the potential of combining metformin with targeted therapy.","Journal Article;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23975511","23975511","10.1007/s10637-013-0007-z","Preclinical evaluation of the PI3K-mTOR dual inhibitor PF-04691502 as a novel therapeutic drug in nasopharyngeal carcinoma.","Nasopharyngeal carcinoma (NPC) is common in Southeast Asia and over 40% of NPC tissues have PIK3CA amplification. This study characterized the preclinical activity of a novel potent dual PI3K/mTOR inhibitor, PF-04691502, in five NPC cell lines: CNE-1, HK1, CNE-2, HONE-1 and C666-1, in which all of the cell lines possessed basal and activated expression of Akt and p70S6K. Over 80% inhibition of cell growth in all of these cell lines were achieved after 72 h of PF-04691502 incubation and their IC50 were in hundred nanomolar range. CNE-2, HK1 and HONE-1 were selected to further evaluate the effect of PF-04691502 on cell cycle, apoptosis and Akt downstream signaling. PF-04691502 induced G0/G1 cell cycle arrest and apoptosis at 24 h incubation and it significantly abrogated Akt and its downstream signaling by suppressing the expression of p-mTOR, p-p70S6K, p-Akt(S473, T308), p-S6 and p-4E-BP1, suggesting its effectiveness in inhibition of translation and protein synthesis. Anti-proliferation was also observed in 3D culture system and spheroids formation of NPC cell line HONE-1-EBV was strongly inhibited by PF-04691502. Antitumor activity was observed in CNE-2 xenograft in 2 weeks of 10 mg/kg PF-09641502 treatment to tumor bearing athymic nude mice. Both tumor volume and weight in treatment group were significantly lower than those in vehicle group while no obvious body weight decrease was found, suggesting this working dose was effective and well-tolerated. Additive effects were observed in combination of PF-09641502 with either cisplatin or paclitaxel. There were no synergistic effect observed in drug combination but PF-09641502 alone was effective in treating cisplatin resistant cell lines as compared to its parental control. The beneficial effects of PF-09641502 in both in vitro and in vivo studies for NPC warrant a further investigation.","Journal Article;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23948972","23948972","10.1158/1078-0432.CCR-13-0661","Identification of multiple mechanisms of resistance to vemurafenib in a patient with BRAFV600E-mutated cutaneous melanoma successfully rechallenged after progression.","PURPOSE: To investigate the mechanism(s) of resistance to the RAF-inhibitor vemurafenib, we conducted a comprehensive analysis of the genetic alterations occurring in metastatic lesions from a patient with a BRAF(V600E)-mutant cutaneous melanoma who, after a first response, underwent subsequent rechallenge with this drug. EXPERIMENTAL DESIGN: We obtained blood and tissue samples from a patient diagnosed with a BRAF(V600E)-mutant cutaneous melanoma that was treated with vemurafenib and achieved a near-complete response. At progression, he received additional lines of chemo/immunotherapy and was successfully rechallenged with vemurafenib. Exome and RNA sequencing were conducted on a pretreatment tumor and two subcutaneous resistant metastases, one that was present at baseline and previously responded to vemurafenib (PV1) and one that occurred de novo after reintroduction of the drug (PV2). A culture established from PV1 was also analyzed. RESULTS: We identified two NRAS-activating somatic mutations, Q61R and Q61K, affecting two main subpopulations in the metastasis PV1 and a BRAF alternative splicing, involving exons 4-10, in the metastasis PV2. These alterations, known to confer resistance to RAF inhibitors, were tumor-specific, mutually exclusive, and were not detected in pretreatment tumor samples. In addition, the oncogenic PIK3CA(H1047R) mutation was detected in a subpopulation of PV1, but this mutation did not seem to play a major role in vemurafenib resistance in this metastasis. CONCLUSIONS: This work describes the coexistence within the same patient of different molecular mechanisms of resistance to vemurafenib affecting different metastatic sites. These findings have direct implications for the clinical management of BRAF-mutant melanoma.","Journal Article;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-23940356","23940356","10.1073/pnas.1303204110","Mutant PIK3CA accelerates HER2-driven transgenic mammary tumors and induces resistance to combinations of anti-HER2 therapies.","Human epidermal growth factor receptor 2 (HER2; ERBB2) amplification and phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha (PIK3CA) mutations often co-occur in breast cancer. Aberrant activation of the phosphatidylinositol 3-kinase (PI3K) pathway has been shown to correlate with a diminished response to HER2-directed therapies. We generated a mouse model of HER2-overexpressing (HER2(+)), PIK3CA(H1047R)-mutant breast cancer. Mice expressing both human HER2 and mutant PIK3CA in the mammary epithelium developed tumors with shorter latencies compared with mice expressing either oncogene alone. HER2 and mutant PIK3CA also cooperated to promote lung metastases. By microarray analysis, HER2-driven tumors clustered with luminal breast cancers, whereas mutant PIK3CA tumors were associated with claudin-low breast cancers. PIK3CA and HER2(+)/PIK3CA tumors expressed elevated transcripts encoding markers of epithelial-to-mesenchymal transition and stem cells. Cells from HER2(+)/PIK3CA tumors more efficiently formed mammospheres and lung metastases. Finally, HER2(+)/PIK3CA tumors were resistant to trastuzumab alone and in combination with lapatinib or pertuzumab. Both drug resistance and enhanced mammosphere formation were reversed by treatment with a PI3K inhibitor. In sum, PIK3CA(H1047R) accelerates HER2-mediated breast epithelial transformation and metastatic progression, alters the intrinsic phenotype of HER2-overexpressing cancers, and generates resistance to approved combinations of anti-HER2 therapies.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","include","Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","confirm_include","Confirmed include: Title/abstract matches primary run entities, declared mechanism/evidence terms, and required outcome or evidence-claim terms.","high","advance_to_import","none"
"pmid-23918797","23918797","10.1158/0008-5472.CAN-13-1191","Combination of antibody that inhibits ligand-independent HER3 dimerization and a p110α inhibitor potently blocks PI3K signaling and growth of HER2+ breast cancers.","We examined the effects of LJM716, an HER3 (ERBB3) neutralizing antibody that inhibits ligand-induced and ligand-independent HER3 dimerization, as a single agent and in combination with BYL719, an ATP competitive p110α-specific inhibitor, against HER2-overexpressing breast and gastric cancers. Treatment with LJM716 reduced HER2-HER3 and HER3-p85 dimers, P-HER3 and P-AKT, both in vitro and in vivo. Treatment with LJM716 alone markedly reduced growth of BT474 xenografts. The combination of LJM716/lapatinib/trastuzumab significantly improved survival of mice with BT474 xenografts compared with lapatinib/trastuzumab (P = 0.0012). LJM716 and BYL719 synergistically inhibited growth in a panel of HER2+ and PIK3CA mutant cell lines. The combination also inhibited P-AKT in HER2-overexpressing breast cancer cells and growth of HER2+ NCI-N87 gastric cancer xenografts more potently than LJM716 or BYL719 alone. Trastuzumab-resistant HER2+/PIK3CA mutant MDA453 xenografts regressed completely after 3 weeks of therapy with LJM716 and BYL719, whereas either single agent inhibited growth only partially. Finally, mice with BT474 xenografts treated with trastuzumab/LJM716, trastuzumab/BYL719, LJM716/BYL719, or trastuzumab/LJM716/BYL719 exhibited similar rates of tumor regression after 3 weeks of treatment. Thirty weeks after treatment discontinuation, 14% of mice were treated with trastuzumab/LJM716/BYL719, whereas >80% in all other treatment groups were sacrificed due to a recurrent large tumor burden (P = 0.0066). These data suggest that dual blockade of the HER2 signaling network with an HER3 antibody that inhibits HER2-HER3 dimers in combination with a p110α-specific inhibitor in the absence of a direct HER2 antagonist is an effective treatment approach against HER2-overexpressing cancers.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23903756","23903756","10.1126/scitranslmed.3005747","mTORC1 inhibition is required for sensitivity to PI3K p110α inhibitors in PIK3CA-mutant breast cancer.","Activating mutations of the PIK3CA gene occur frequently in breast cancer, and inhibitors that are specific for phosphatidylinositol 3-kinase (PI3K) p110α, such as BYL719, are being investigated in clinical trials. In a search for correlates of sensitivity to p110α inhibition among PIK3CA-mutant breast cancer cell lines, we observed that sensitivity to BYL719 (as assessed by cell proliferation) was associated with full inhibition of signaling through the TORC1 pathway. Conversely, cancer cells that were resistant to BYL719 had persistently active mTORC1 signaling, although Akt phosphorylation was inhibited. Similarly, in patients, pS6 (residues 240/4) expression (a marker of mTORC1 signaling) was associated with tumor response to BYL719, and mTORC1 was found to be reactivated in tumors from patients whose disease progressed after treatment. In PIK3CA-mutant cancer cell lines with persistent mTORC1 signaling despite PI3K p110α blockade (that is, resistance), the addition of the allosteric mTORC1 inhibitor RAD001 to the cells along with BYL719 resulted in reversal of resistance in vitro and in vivo. Finally, we found that growth factors such as insulin-like growth factor 1 and neuregulin 1 can activate mammalian target of rapamycin (mTOR) and mediate resistance to BYL719. Our findings suggest that simultaneous administration of mTORC1 inhibitors may enhance the clinical activity of p110α-targeted drugs and delay the appearance of resistance.","Journal Article;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23832540","23832540","10.1007/s13277-013-0945-2","Increased activation of PI3K/AKT signaling pathway is associated with cholangiocarcinoma metastasis and PI3K/mTOR inhibition presents a possible therapeutic strategy.","Phosphatidylinositol 3-kinase (PI3K) signaling plays a critical role in cholangiocarcinoma (CCA), as well as anti-cancer drug resistance and autophagy, the type II program cell death regulation. In this work, we aimed to: (1) determine the expression levels of several key components of PI3K signaling and (2) evaluate whether NVP-BEZ235, a novel dual PI3K/mTOR inhibitor, could inhibit CCA cell growth. Immunohistochemistry for p85α, p110α, AKT, p-AKT (T308), mTOR, p-mTOR (S2448), GSK-3β, p-GSK-3β (S9), PTEN, and p-PTEN (S380, T382/383) was performed in 30 CCA patients. Western blotting was used to analyze PTEN and p-PTEN expression in the cell lines (KKU-OCA17, KKU-100, KKU-M055, KKU-M139, KKU-M156, KKU-M213, and KKU-M214). The effects of NVP-BEZ235 on CCA cells were evaluated using a growth inhibition assay, flow cytometer and migration assay. Increased activation of PI3K/AKT signaling was reproducibly observed in the CCA tissues. The expression of p85α, mTOR, and GSK-3β was significantly correlated with metastasis. Interestingly, PTEN suppression by loss of expression or inactivation by phosphorylation was observed in the majority of patients. Furthermore, NVP-BEZ235 effectively inhibited CCA cell growth and migration through reduced AKT and mTOR phosphorylation and significantly induced G1 arrest without apoptosis induction, although increase autophagy response was observed. In conclusion, the constitutive activation of PI3K/AKT pathway in CCA is mainly due to PTEN inactivation by either loss of expression or phosphorylation along with an increased expression in its pathway components heralding a poor prognosis for CCA patients. This work also indicates that inhibition of PI3K and mTOR activity by the inhibitor NVP-BEZ235 has anti-cancer activity against CCA cells which might be further tested for CCA treatment.","Journal Article;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23775716","23775716","10.1182/blood-2012-08-447441","Targeting acute myeloid leukemia by dual inhibition of PI3K signaling and Cdk9-mediated Mcl-1 transcription.","Resistance to cell death is a hallmark of cancer and renders transformed cells resistant to multiple apoptotic triggers. The Bcl-2 family member, Mcl-1, is a key driver of cell survival in diverse cancers, including acute myeloid leukemia (AML). A screen for compounds that downregulate Mcl-1 identified the kinase inhibitor, PIK-75, which demonstrates marked proapoptotic activity against a panel of cytogenetically diverse primary human AML patient samples. We show that PIK-75 transiently blocks Cdk7/9, leading to transcriptional suppression of MCL-1, rapid loss of Mcl-1 protein, and alleviation of its inhibition of proapoptotic Bak. PIK-75 also targets the p110α isoform of PI3K, which leads to a loss of association between Bcl-xL and Bak. The simultaneous loss of Mcl-1 and Bcl-xL association with Bak leads to rapid apoptosis of AML cells. Concordantly, low Bak expression in AML confers resistance to PIK-75-mediated killing. On the other hand, the induction of apoptosis by PIK-75 did not require the expression of the BH3 proteins Bim, Bid, Bad, Noxa, or Puma. PIK-75 significantly reduced leukemia burden and increased the survival of mice engrafted with human AML without inducing overt toxicity. Future efforts to cotarget PI3K and Cdk9 with drugs such as PIK-75 in AML are warranted.","Journal Article;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23714515","23714515","10.14694/EdBook_AM.2013.33.246","Molecular pathways in head and neck cancer: EGFR, PI3K, and more.","The treatment of head and neck squamous cell carcinoma (HNSCC) is set to undergo rapid changes, as novel treatment targets informed by genomic profiling and novel molecularly targeted therapies continue to make strides. In this review we provide an overview of the latest developments regarding (1) EGFR targeting for HNSCC, (2) PI3K as a novel treatment target, and (3) newly described key genetic events in HNSCC such as NOTCH1 mutations and emerging candidate targets including ALK1 and hedgehog. The first molecular targeting strategy to demonstrate a survival advantage for patients with HNSCC has emerged in the context of EGFR biology. Cetuximab remains the only U.S. Food and Drug Administration (FDA)-approved targeted therapy available for HNSCC, but EGFR as a target has not been individualized in this disease. The PI3K-AKT pathway is downstream of EGFR and is emerging as potentially one of the most important pathways in HNSCC. PIK3CA is the most frequently mutated oncogene for HNSCC (approximately 20%) and may play a role for both HPV-negative and HPV-positive tumors. Multiple therapeutic strategies targeting PI3K are being explored, and multiple agents either alone or in combination are in development. NOTCH1 is a key tumor suppressor gene and its genetic alterations lead to abnormal pathway activation. ALK1 is a novel target involved in angiogenesis, and efficacy in patients with HNSCC was documented in an early inhibitor trial. The hedgehog pathway modulates EGFR dependence and epithelial to mesenchymal transition (EMT), a key invasion and drug-resistance mechanism in HNSCC.","Journal Article;Research Support, Non-U.S. Gov't;Review","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
"pmid-23708425","23708425","10.3892/or.2013.2499","A novel imidazopyridine PI3K inhibitor with anticancer activity in non-small cell lung cancer cells.","Lung cancer is the leading cause of cancer-related mortality in the world, and non-small cell lung cancer (NSCLC) accounts for approximately 85% of all cases. Since more than 60% of NSCLC cases express the epidermal growth factor receptor (EGFR), EGFR tyrosine kinase inhibitors are used to treat NSCLC. However, due to the acquired resistance associated with EGFR-targeted therapy, other strategies for the treatment of NSCLC are urgently needed. Therefore, we investigated the anticancer effects of a novel phosphatidylinositol 3-kinase α (PI3Kα) inhibitor, HS-173, in human NSCLC cell lines. HS-173 demonstrated anti-proliferative effects in NSCLC cells and effectively inhibited the PI3K signaling pathway in a dose‑dependent manner. In addition, it induced cell cycle arrest at G2/M phase as well as apoptosis. Taken together, our results demonstrate that HS-173 exhibits anticancer activities, including the induction of apoptosis, by blocking the PI3K/Akt/mTOR pathway in human NSCLC cell lines. We, therefore, suggest that this novel drug could potentially be used for targeted NSCLC therapy.","Journal Article;Research Support, Non-U.S. Gov't","2013","((""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR PI3Kalpha[Title/Abstract] OR PIK3CA[Title/Abstract] OR ""p110 alpha""[Title/Abstract] OR p110alpha[Title/Abstract]) AND (alpelisib[Title/Abstract] OR inavolisib[Title/Abstract] OR GDC-0077[Title/Abstract] OR inhibitor*[Title/Abstract] OR inhibition[Title/Abstract]) AND (""acquired resistance""[Title/Abstract] OR ""intrinsic resistance""[Title/Abstract] OR ""drug resistance""[Title/Abstract] OR resistant[Title/Abstract] OR refractory[Title/Abstract] OR ""loss of sensitivity""[Title/Abstract]))","exclude","Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","confirm_exclude","Confirmed exclude: Matches run-specific exclusion or deferred-context terms without enough primary objective evidence.","medium","stop","none"
