paper_id,pmid,doi,title,abstract,year,source_query,review_decision,review_rationale,review_confidence,topic_match_type,reviewer_type,prescreen_hint,prescreen_rationale,prescreen_overlap_terms
pmid-17257639,17257639,10.1016/j.virol.2006.11.036,Identification of novel therapeutic targets for HIV infection through functional genomic cDNA screening.,"Despite decades of research, HIV remains a global health threat. Issues of multi-drug resistance and lack of an effective vaccine have recently led to the targeting of host factors for anti-viral drug development. While a few genome-wide screens for novel HIV co-factors have been reported, the promise of finding a therapeutic target has yet to be realized. Here, we report a screen of a cDNA library representing 15,000 unique genes in an infectious HIV system, and show that genomic screening can lead to the identification of novel proviral host factors. Mixed lineage kinase 3 (MLK3/MAP3K11) was identified as one of the strongest enhancers of infection and mutant studies show that its activity is dependent on its kinase function. Consistent with its known role in the activation of the AP-1 pathway through JNK kinase, MLK3 was able to enhance Tat-dependent HIV transcription in vitro thus leading to an increase in infection signal. RNA interference studies confirm the involvement of endogenous MLK3 in HIV infection, further implicating this kinase as a potential therapeutic target.",2007,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,hiv;host;infection;one;pathway;studies;vaccine
pmid-17251552,17251552,10.1099/vir.0.82537-0,"Dengue virus (DENV) antibody-dependent enhancement of infection upregulates the production of anti-inflammatory cytokines, but suppresses anti-DENV free radical and pro-inflammatory cytokine production, in THP-1 cells.","The immunopathogenesis of dengue haemorrhagic fever and dengue shock syndrome is thought to be mediated by a variety of host factors. Enhancing antibodies are one of the key regulating molecules. These antibodies, via antibody-dependent enhancement (ADE) of infection, are able to facilitate dengue virus (DENV) growth in Fc-bearing host cells. The mechanism of ADE-enhanced DENV production is believed to be mediated through increasing the infected-cell mass. In the present work, the effect of ADE infection was explored further, focusing on the post-entry events of ADE infection. It was hypothesized that the higher virus production in ADE infection compared with DENV infection may be due to the ability of this infection pathway to suppress key antiviral molecules. Therefore, the influence of ADE infection on pro- and anti-inflammatory cytokines, including interleukin-12 (IL-12), gamma interferon (IFN-gamma), tumour necrosis factor alpha (TNF-alpha), IL-6 and IL-10, was investigated and it was found that DENV infection via the Fc receptor-mediated pathway was able to suppress the transcription and translation of IL-12, IFN-gamma and TNF-alpha. In contrast, infection via this route facilitated expression and synthesis of the anti-inflammatory cytokines IL-6 and IL-10. Moreover, this study demonstrates that the ADE infection pathway also suppresses an innate anti-DENV mediator, nitric oxide radicals, by disrupting the transcription of the iNOS gene transcription factor, IRF-1, and blocking the activation of STAT-1. In conclusion, ADE infection not only facilitates the entry process, but also modifies innate and adaptive intracellular antiviral mechanisms, resulting in unrestricted DENV replication in THP-1 cells.",2007,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;dengue;factor;host;infection;mass;mechanism;mechanisms;one;pathway;synthesis;virus
pmid-17234885,17234885,10.1101/gad.1505307,Evolutionary constraints on chaperone-mediated folding provide an antiviral approach refractory to development of drug resistance.,"The genome diversity of RNA viruses allows for rapid adaptation to a wide variety of adverse conditions. Accordingly, viruses can escape inhibition by most antiviral compounds targeting either viral or host factors. Here we exploited the capacity of RNA viruses for rapid adaptation to explore the evolutionary constraints of chaperone-mediated protein folding. We hypothesized that inhibiting a host molecular chaperone required for folding of a viral protein would force the virus to evolve an alternate folding strategy. We identified the chaperone Hsp90 as an essential factor for folding and maturation of picornavirus capsid proteins. Pharmacological inhibition of Hsp90 impaired the replication of poliovirus, rhinovirus, and coxsackievirus in cell culture. Strikingly, anti-Hsp90 treatment did not yield drug-resistant viruses, suggesting that the complexity of capsid folding precludes the emergence of alternate folding pathways. These results reveal tight evolutionary constraints on chaperone-mediated protein folding, which may be exploited for viral inhibition in vivo. Indeed, Hsp90 inhibitors drastically reduced poliovirus replication in infected animals without the emergence of drug-resistant escape mutants. We propose that targeting folding of viral proteins may provide a general antiviral strategy that is refractory to development of drug resistance.",2007,"((coxsackievirus[tiab] OR ""coxsackie virus""[tiab] OR CVB[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,antiviral;coxsackievirus;factor;host;pathways;protein;proteins;viral;virus;viruses;without
pmid-17229863,17229863,10.1128/JCM.02512-06,Monitoring of hepatitis C virus quasispecies in chronic infection by matrix-assisted laser desorption ionization-time of flight mass spectrometry mutation detection.,"Using both a mass spectrometry-based method and the classical method of cloning and sequencing, we demonstrated weekly changes in the hypervariable region 1 quasispecies of a chimpanzee infected with an infectious clone, coinciding with neutralizing antibody emergence. We also used the mass spectrometry method in the clinical follow-up of a chronically infected patient over a 5-year period.",2007,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Title and abstract directly connect a primary virus to host interaction, host factor, proteomic, or pathway mechanism evidence.",high,direct,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,clinical;hepatitis;infection;mass;spectrometry;virus
pmid-17229681,17229681,10.1128/JVI.01311-06,"An RNA-binding protein, hnRNP A1, and a scaffold protein, septin 6, facilitate hepatitis C virus replication.","Hepatitis C virus (HCV) is a positive-sense single-stranded RNA virus. NS5b is an RNA-dependent RNA polymerase that polymerizes the newly synthesized RNA. HCV likely uses host proteins for its replication, similar to other RNA viruses. To identify the cellular factors involved in HCV replication, we searched for cellular proteins that interact with the NS5b protein. HnRNP A1 and septin 6 proteins were identified by coimmunoprecipitation and yeast two-hybrid screening, respectively. Interestingly, septin 6 protein also interacts with hnRNP A1. Moreover, hnRNP A1 interacts with the 5'-nontranslated region (5' NTR) and the 3' NTR of HCV RNA containing the cis-acting elements required for replication. Knockdown of hnRNP A1 and overexpression of C-terminally truncated hnRNP A1 reduced HCV replication. In addition, knockdown of septin 6 and overexpression of N-terminally truncated septin 6 inhibited HCV replication. These results indicate that the host proteins hnRNP A1 and septin 6 play important roles in the replication of HCV through RNA-protein and protein-protein interactions.",2007,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,hepatitis;host;protein;proteins;virus;viruses
pmid-17223968,17223968,10.1111/j.1365-2249.2006.03280.x,Expression of biomarkers of interferon type I in patients suffering from chronic diseases.,"Interferons (IFNs) are used widely in the treatment of viral infections, tumours and neurological disorders. The aim of this study was to evaluate the endogenous expressions of various IFN-induced compounds [specifically: neopterin (NPT), beta2microglobulin (beta2mg) and 2-5 oligoadenylate synthetase (2-5 OAS)] in patients with various chronic diseases requiring treatment with IFN type I. The results showed that patients with such chronic diseases as hepatitis C virus-associated type II mixed cryoglobulinaemia (MC), chronic hepatitis C (CHC) and relapsing-remitting multiple sclerosis (RRMS) are characterized by different activations of the IFN system. Furthermore, the interindividual variability in baseline levels of IFN-induced biomarkers was higher in patients with chronic diseases than in healthy individuals. When levels of the above biomarkers were measured 24 h after the first injection of IFN in patients with CHC or RRMS, significant increases in expression levels of IFN-induced compounds were recorded but, again, there is a broad range of variability in the degree of increase. Further, a significant inverse correlation between baseline levels of NPT, beta2mg and 2-5 OAS activity and their relative increases after IFN administration was found in patients with CHC or RRMS. Together, the results are consistent with the observation that there is considerable interindividual heterogeneity in the clinical response to IFNs, which suggests that host factors other than disease markers must be taken into account in order to manage and optimize the IFN therapy.",2007,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,clinical;hepatitis;host;viral
pmid-17196419,17196419,10.1016/j.micinf.2006.09.009,The envelope glycoprotein domain III of dengue virus serotypes 1 and 2 inhibit virus entry.,"Dengue virus (DV) is a flavivirus and its urban transmission is maintained largely by its mosquito vectors and vertebrate host, often human. In this study, investigation was carried out on the involvement of domain III of the envelope (E) glycosylated protein of dengue virus serotypes 1 and 2 (DV-1 and DV-2 DIII) in binding to host cell surfaces, thus mediating virus entry. Domain III protein of flavivirus can also serve as an attractive target in inhibiting virus entry. The respective DV DIII proteins were expressed as soluble recombinant fusion proteins before purification through enzymatic cleavage and affinity purification. The purified recombinant DV-1 and DV-2 DIII proteins both demonstrated the ability to inhibit the entry of DV-1 and DV-2 into HepG2 cells and C6/36 mosquito cells. As such, the DV DIII protein is indeed important for the interaction with cellular receptors in both human and mosquito cells. In addition, this protein induced antibodies that completely neutralized homologous dengue serotypes although not with the same efficiency among the heterologous serotypes. This observation may be of importance when formulating a generic vaccine that is effective against all dengue virus serotypes.",2007,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",exclude,"Primary virus is mentioned, but the abstract appears mainly clinical, diagnostic, vaccine, or biomarker-focused without central host-mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,dengue;host;human;interaction;protein;proteins;same;vaccine;virus
pmid-17192310,17192310,10.1128/JVI.01279-06,Conserved determinants for membrane association of nonstructural protein 5A from hepatitis C virus and related viruses.,"Nonstructural protein 5A (NS5A) is a membrane-associated essential component of the hepatitis C virus (HCV) replication complex. An N-terminal amphipathic alpha helix mediates in-plane membrane association of HCV NS5A and at the same time is likely involved in specific protein-protein interactions required for the assembly of a functional replication complex. The aim of this study was to identify the determinants for membrane association of NS5A from the related GB viruses and pestiviruses. Although primary amino acid sequences differed considerably, putative membrane anchor domains with amphipathic features were predicted in the N-terminal domains of NS5A proteins from these viruses. Confocal laser scanning microscopy, as well as membrane flotation analyses, demonstrated that NS5As from GB virus B (GBV-B), GBV-C, and bovine viral diarrhea virus, the prototype pestivirus, display membrane association characteristics very similar to those of HCV NS5A. The N-terminal 27 to 33 amino acid residues of these NS5A proteins were sufficient for membrane association. Circular dichroism analyses confirmed the capacity of these segments to fold into alpha helices upon association with lipid-like molecules. Despite structural conservation, only very limited exchanges with sequences from related viruses were tolerated in the context of functional HCV RNA replication, suggesting virus-specific interactions of these segments. In conclusion, membrane association of NS5A by an N-terminal amphipathic alpha helix is a feature shared by HCV and related members of the family Flaviviridae. This observation points to conserved roles of the N-terminal amphipathic alpha helices of NS5A in replication complex formation.",2007,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,context;hepatitis;primary;protein;proteins;same;shared;viral;virus;viruses
pmid-17162498,17162498,10.1080/15287390600748880,Determinants of the variability of aflatoxin-albumin adduct levels in Ghanaians.,"Hepatocellular carcinoma (HCC) is a multifactorial disease with various host and environmental factors involved in its etiology. Of these, aflatoxin exposure has been established as an important risk factor in the development of HCC; the presence of aflatoxin-albumin (AA) adducts in the blood serves as a valuable biomarker of human exposure. In this study, the relationship between a variety of different HCC host factors and the incidence of AA adduct levels was examined in a Ghanaian population at high risk for HCC. These factors included age, gender, hepatitis virus B (HVB) and hepatitis C virus (HCV) status, and genetic polymorphisms in both microsomal epoxide hydrolase (mEH) and glutathione S-transferases (GSTs). Blood samples were analyzed for AA adducts and HBV and HCV status. GSTM1 and GSTT1 deletion polymorphisms and mEH exon 3 and exon 4 single-nucleotide polymorphisms (SNPs) were determined from urine samples. In univariate analysis, age, HBV and HVC status, and GSTT1 and mEH exon 3 genotypes were not associated with AA adduct levels. However, mean adduct levels were significantly higher in both females and individuals typed heterozygous for mEH exon 4 (vs. wild types). Stratification analysis also showed that gender along with mEH exon 4 genotype and HBV status had a significant effect on adduct levels. Both females typed HBsAg+ and males with mEH exon 4 heterozygote genotypes showed significantly higher adduct levels as compared to the HBsAg- and wild types, respectively. Understanding the relationships between these host factors and the variability in aflatoxin-adduct levels may help in identifying susceptible populations in developing countries and for targeting specific public health interventions for the prevention of aflatoxicoses in populations with HCC and chronic liver diseases.",2007,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,factor;help;hepatitis;host;human;virus
pmid-17158150,17158150,10.1093/nar/gkl885,LEDGF/p75 interacts with divergent lentiviral integrases and modulates their enzymatic activity in vitro.,"Transcriptional co-activator LEDGF/p75 is the major cellular interactor of HIV-1 integrase (IN), critical to efficient viral replication. In this work, a series of INs from the Betaretrovirus, Gammaretrovirus, Deltaretrovirus, Spumavirus and Lentivirus retroviral genera were tested for interaction with the host factor. None of the non-lentiviral INs possessed detectable affinity for LEDGF in either pull-down or yeast two-hybrid assays. In contrast, all lentiviral INs examined, including those from bovine immunodeficiency virus (BIV), maedi-visna virus (MVV) and equine infectious anemia virus (EIAV) readily interacted with LEDGF. Mutation of Asp-366 to Asn in LEDGF ablated the interaction, suggesting a common mechanism of the host factor recognition by the INs. LEDGF potently stimulated strand transfer activity of divergent lentiviral INs in vitro. Unprecedentedly, in the presence of the host factor, EIAV IN almost exclusively catalyzed concerted integration, whereas HIV-1 IN promoted predominantly half-site integration, and BIV IN was equally active in both types of strand transfer. Concerted BIV and EIAV integration resulted in 5 bp duplications of the target DNA sequences. These results confirm that the interaction with LEDGF is conserved within and limited to Lentivirus and strongly argue that the host factor is intimately involved in the catalysis of lentiviral DNA integration.",2007,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,factor;host;interaction;mechanism;viral;virus
pmid-17137834,17137834,10.1016/j.jcv.2006.10.011,Post-infectious fatigue syndrome in dengue infection.,"BACKGROUND: Although the acute manifestations of dengue are well known, few studies have assessed the long-term consequences of dengue infection. We prospectively studied the incidence and factors associated with fatigue in a cohort of patients following dengue infection.

METHODS: We included patients with serologically confirmed dengue infection admitted to the National University Hospital, Singapore, during a dengue outbreak from October-November 2005. The severity of dengue was graded as dengue fever, dengue haemorrhagic fever and dengue shock syndrome. A follow-up telephone interview was performed two months following hospital discharge, where a Fatigue Questionnaire was administered. The presence of significant fatigue was considered as the main outcome measure. Significance was assessed at P<0.05.

RESULTS: One hundred twenty-seven patients, 71 (55.9%) males and 56 (44.1%) females, of mean age 36.06 years (range, 16-70; S.D., 13.722), participated in this study. Twenty-five (19.7%) patients had dengue haemorrhagic fever and the remaining 102 (80.3%) had dengue fever. In multivariate analysis, increased age, female sex, the presence of chills, and the absence of rashes were significantly associated with the development of fatigue post-dengue infection. There was no significant association between fatigue and dengue severity.

CONCLUSIONS: This observation represents the first systematic evidence that dengue can result in clinical disease beyond the acute phases of infection. Host factors, such as age and sex may be important in the pathogenesis of this clinical entity.",2007,"((dengue[tiab] OR DENV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",exclude,"Primary virus is mentioned, but the abstract appears mainly clinical, diagnostic, vaccine, or biomarker-focused without central host-mechanism evidence.",medium,background_only,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,clinical;dengue;evidence;host;infection;one;studies
pmid-17110377,17110377,10.1074/jbc.M610138200,"Distinct patterns of cytokine regulation of APOBEC3G expression and activity in primary lymphocytes, macrophages, and dendritic cells.","Human APOBEC3G (A3G), a deoxycytidine deaminase, is a broadly acting antiretroviral factor expressed in a variety of cells. Mitogen activation of CD4 T cells enhances A3G expression and leads to recruitment of low molecular mass (LMM) A3G, which functions as a post-entry human immunodeficiency virus (HIV) restriction factor, into enzymatically inactive, high molecular mass (HMM) RNA-protein complexes that include Staufen RNA-transporting granules. We now report that interleukin-2 (IL-2), IL-15 and, to a lesser extent, IL-7 enhance the expression of A3G in peripheral blood lymphocytes and that this effect is blocked by inhibitors of the JAK and MAPK signaling pathways. In mixed cultures of CD4+ T cells containing either HMM or LMM A3G, HIV preferentially infected cells containing HMM A3G. A3G shifted into a HMM complex when IL-2, -7, or -15 was added to resting T cells, likely explaining how cytokine treatment renders resting CD4+ T cells permissive to HIV infection. Similarly, poly(I:C)/tumor necrosis factor-alpha-induced maturation of dendritic cells was associated with a sharp increase in A3G expression; however, this induction led to the accumulation of LMM A3G. Together, these results highlight the distinct inductive effects of select cytokines on A3G gene expression and A3G complex assembly that occur in natural cellular targets of HIV infection.",2007,"((HIV[tiab] OR ""human immunodeficiency virus""[tiab]) AND (""host factor""[tiab] OR ""host factors""[tiab] OR ""restriction factor""[tiab] OR ""dependency factor""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab]) AND (mechanism*[tiab] OR pathway*[tiab] OR interactome[tiab] OR proteomic*[tiab] OR ""protein interaction""[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,complexes;factor;hiv;human;infection;mass;pathways;primary;virus
pmid-17108031,17108031,10.1128/JVI.01684-06,E6AP ubiquitin ligase mediates ubiquitylation and degradation of hepatitis C virus core protein.,"Hepatitis C virus (HCV) core protein is a major component of viral nucleocapsid and a multifunctional protein involved in viral pathogenesis and hepatocarcinogenesis. We previously showed that the HCV core protein is degraded through the ubiquitin-proteasome pathway. However, the molecular machinery for core ubiquitylation is unknown. Using tandem affinity purification, we identified the ubiquitin ligase E6AP as an HCV core-binding protein. E6AP was found to bind to the core protein in vitro and in vivo and promote its degradation in hepatic and nonhepatic cells. Knockdown of endogenous E6AP by RNA interference increased the HCV core protein level. In vitro and in vivo ubiquitylation assays showed that E6AP promotes ubiquitylation of the core protein. Exogenous expression of E6AP decreased intracellular core protein levels and supernatant HCV infectivity titers in the HCV JFH1-infected Huh-7 cells. Furthermore, knockdown of endogenous E6AP by RNA interference increased intracellular core protein levels and supernatant HCV infectivity titers in the HCV JFH1-infected cells. Taken together, our results provide evidence that E6AP mediates ubiquitylation and degradation of HCV core protein. We propose that the E6AP-mediated ubiquitin-proteasome pathway may affect the production of HCV particles through controlling the amounts of viral nucleocapsid protein.",2007,"((""hepatitis C virus""[tiab] OR HCV[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Title and abstract directly connect a primary virus to host interaction, host factor, proteomic, or pathway mechanism evidence.",high,direct,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,evidence;hepatitis;pathway;protein;viral;virus
pmid-17089799,17089799,10.1007/978-3-540-34344-8_8,Endothelial cell- and lymphocyte-based in vitro systems for understanding KSHV biology.,"Kaposi sarcoma (KS), the most common AIDS-associated malignancy, is a multifocal tumor characterized by deregulated angiogenesis, proliferation of spindle cells, and extravasation of inflammatory cells and erythrocytes. Kaposi sarcoma-associated herpesvirus (KSHV; also human herpesvirus-8) is implicated in all clinical forms of KS. Endothelial cells (EC) harbor the KSHV genome in vivo, are permissive for virus infection in vitro, and are thought to be the precursors of KS spindle cells. Spindle cells are rare in early patch-stage KS lesions but become the predominant cell type in later plaque- and nodular-stage lesions. Alterations in endothelial/spindle cell physiology that promote proliferation and survival are thus thought to be important in disease progression and may represent potential therapeutic targets. KSHV encodes genes that stimulate cellular proliferation and migration, prevent apoptosis, and counter the host immune response. The combined effect of these genes is thought to drive the proliferation and survival of infected spindle cells and influence the lesional microenvironment. Large-scale gene expression analyses have revealed that KSHV infection also induces dramatic reprogramming of the EC transcriptome. These changes in cellular gene expression likely contribute to the development of the KS lesion. In addition to KS, KSHV is also present in B cell neoplasias including primary effusion lymphoma and multicentric Castleman disease. A combination of virus and virus-induced host factors are similarly thought to contribute to establishment and progression of these malignancies. A number of lymphocyte- and EC-based systems have been developed that afford some insight into the means by which KSHV contributes to malignant transformation of host cells. Whereas KSHV is well maintained in PEL cells cultured in vitro, explanted spindle cells rapidly lose the viral episome. Thus, endothelial cell-based systems for studying KSHV gene expression and function, as well as the effect of infection on host cell physiology, have required in vitro infection of primary or life-extended EC. This chapter includes a review of these in vitro cell culture systems, acknowledging their strengths and weaknesses and putting into perspective how each has contributed to our understanding of the complex KS lesional environment. In addition, we present a model of KS lesion progression based on findings culled from these models as well as recent clinical advances in KS chemotherapy. Thus this unifying model describes our current understanding of KS pathogenesis by drawing together multiple theories of KS progression that by themselves cannot account for the complexities of tumor development.",2007,"((KSHV[tiab] OR ""Kaposi sarcoma-associated herpesvirus""[tiab] OR ""human herpesvirus 8""[tiab] OR HHV-8[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,biology;clinical;herpesvirus;host;human;immune;infection;kshv;primary;review;systems;viral;virus
pmid-17089794,17089794,10.1007/978-3-540-34344-8_3,The Rta/Orf50 transactivator proteins of the gamma-herpesviridae.,"The replication and transcription activator protein, Rta, is encoded by Orf50 in Kaposi's sarcoma-associated herpesvirus (KSHV) and other known gammaherpesviruses including Epstein-Barr virus (EBV), rhesus rhadinovirus (RRV), herpesvirus saimiri (HVS), and murine herpesvirus 68 (MHV-68). Each Rta/Orf50 homologue of each gammaherpesvirus plays a pivotal role in the initiation of viral lytic gene expression and lytic reactivation from latency. Here we discuss the Rta/Orf50 of KSHV in comparison to the Rta/Orf50s of other gammaherpesviruses in an effort to identify structural motifs, mechanisms of action, and modulating host factors.",2007,"((KSHV[tiab] OR ""Kaposi sarcoma-associated herpesvirus""[tiab] OR ""human herpesvirus 8""[tiab] OR HHV-8[tiab]) AND (""protein interaction""[tiab] OR ""protein interactions""[tiab] OR interactome[tiab] OR ""host factor""[tiab] OR ""host factors""[tiab] OR ""host pathway""[tiab] OR ""host pathways""[tiab] OR ""mass spectrometry""[tiab] OR proteomic*[tiab] OR ""affinity purification""[tiab] OR AP-MS[tiab]))",include,"Abstract plausibly links a primary virus to host interaction, host factor, pathway, proteomic, or mechanistic perturbation evidence.",medium,indirect,agent,possible_include,Generic pre-screen found overlap with run instruction/topic terms; reviewer must still make the schema-bound include/exclude decision.,herpesvirus;host;kshv;mechanisms;protein;proteins;viral;virus
