paper_id,pmid,doi,title,abstract,year,source_query,abstract_reviewer_decision,abstract_reviewer_rationale,abstract_reviewer2_decision,abstract_reviewer2_rationale,abstract_reviewer2_confidence,promotion_decision
pmid-32252811,32252811,10.1186/s13058-020-01271-0,Everolimus versus alpelisib in advanced hormone receptor-positive HER2-negative breast cancer: targeting different nodes of the PI3K/AKT/mTORC1 pathway with different clinical implications.,"BACKGROUND: The PI3K/AKT/mTORC1 axis is implicated in hormone receptor-positive HER2-negative metastatic breast cancer (HR+ HER2- mBC) resistance to anti-estrogen treatments. Based on results of the BOLERO-2 trial, the mTORC1 inhibitor everolimus in combination with the steroidal aromatase inhibitor (AI) exemestane has become a standard treatment for patients with HR+ HER2- mBC resistant to prior non-steroidal AI therapy. In the recent SOLAR-1 trial, the inhibitor of the PI3K alpha subunit (p110α) alpelisib in combination with fulvestrant prolonged progression-free survival (PFS) when compared to fulvestrant alone in patients with PIK3CA-mutated HR+ HER2- mBC that progressed after/on previous AI treatment. Therefore, two different molecules targeting the PI3K/AKT/mTORC1 axis, namely everolimus and alpelisib, are available for patients progressing on/after previous AI treatment, but it is unclear how to optimize their use in the clinical practice. Here, we reviewed the available clinical evidence deriving from the BOLERO-2 and SOLAR-1 trials to compare efficacy and safety profiles of everolimus and alpelisib in advanced HR+ HER2- BC treatment. Adding either compound to standard endocrine therapy provided similar absolute and relative PFS advantage. In the SOLAR-1 trial, a 76% incidence of grade (G) 3 or 4 (G3/G4) adverse events was reported, while G3/G4 toxicities occurred in 42% of patients in the BOLERO-2 trial. While alpelisib was only effective in patients with PIK3CA-mutated neoplasms, retrospective analyses indicate that everolimus improves exemestane efficacy independently of PIK3CA mutational status.

CONCLUSIONS: Based on the available efficacy and safety data, the ""new"" alpelisib may be burdened by higher incidence of severe adverse events, higher costs, and anticancer efficacy that is limited to PIK3CA-mutated tumors when compared to the ""old"" everolimus. Therefore, the everolimus-exemestane combination remains an effective and reasonably well-tolerated therapeutic option for HR+ HER2- mBC patients progressing after/on previous AI treatment, independently of PIK3CA mutational status.",2020,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-32161312,32161312,10.1038/s41388-020-1229-0,Co-inhibition of BET proteins and PI3Kα triggers mitochondrial apoptosis in rhabdomyosarcoma cells.,"Remodeling transcription by targeting bromodomain and extraterminal (BET) proteins has emerged as promising anticancer strategy. Here, we identify a novel synergistic interaction of the BET inhibitor JQ1 with the PI3Kα-specific inhibitor BYL719 to trigger mitochondrial apoptosis and to suppress tumor growth in models of rhabdomyosarcoma (RMS). RNA-Seq revealed that JQ1/BYL719 co-treatment shifts the overall balance of BCL-2 family gene expression towards apoptosis and upregulates expression of BMF, BCL2L11 (BIM), and PMAIP1 (NOXA) while downregulating BCL2L1 (BCL-xL). These changes were confirmed by qRT-PCR and western blot analysis. Ingenuity pathway analysis (IPA) of RNA-Seq data followed by validation qRT-PCR and western blot identified MYC and FOXO3a as potential transcription factors (TFs) upstream of the observed gene expression pattern. Immunoprecipitation (IP) studies showed that JQ1/BYL719-stimulated increase in BIM expression enhances the neutralization of antiapoptotic BCL-2, BCL-xL, and MCL-1. This promotes the activation of BAK and BAX and caspase-dependent apoptosis, as (1) individual silencing of BMF, BIM, NOXA, BAK, or BAX, (2) overexpression of BCL-2 or MCL-1 or (3) the caspase inhibitor N-Benzyloxycarbonyl-Val-Ala-Asp(O-Me) fluoromethylketone (zVAD.fmk) all rescue JQ1/BYL719-induced cell death. In conclusion, co-inhibition of BET proteins and PI3Kα cooperatively induces mitochondrial apoptosis by proapoptotic re-balancing of BCL-2 family proteins. This discovery opens exciting perspectives for therapeutic exploitation of BET inhibitors in RMS.",2020,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-32152233,32152233,10.1158/1541-7786.MCR-19-0549,PIK3CA and p53 Mutations Promote 4NQO-Initated Head and Neck Tumor Progression and Metastasis in Mice.,"The PI3K signaling pathway is frequently mutated in head and neck squamous cell carcinoma (HNSCC), often via gain-of-function (GOF) mutations in the PIK3CA gene. Here, we present novel genetically engineered mouse models (GEMM) carrying a GOF allele Loxp-STOP-Loxp(LSL)-PIK3CAH1047R (E20) alone or in combination with heterozygous LSL-p53+/R172H (p53) mutation with tissue-specific expression to interrogate the role of oncogenic PIK3CA in transformation of upper aerodigestive track epithelium. We demonstrated that the GOF PIK3CA mutation promoted progression of 4-nitroquinoline 1-oxide-induced oral squamous cell carcinoma (OSCC) in both E20 single mutant and E20/p53 double mutant mice, with frequent distal metastasis detected only in E20/p53 GEMM. Similar to in human OSCC, loss of p16 was associated with progression of OSCC in these mice. RNA-seq analyses revealed that among the common genes differentially expressed in primary OSCC cell lines derived from E20, p53, and E20/p53 GEMMs compared with those from the wild-type mice, genes associated with proliferation and cell cycle were predominantly represented, which is consistent with the progressive loss of p16 detected in these GEMMs. Importantly, all of these OSCC primary cell lines exhibited enhanced sensitivity to BYL719 and cisplatin combination treatment in comparison with cisplatin alone in vitro and in vivo, regardless of p53 and/or p16 status. Given the prevalence of mutations in p53 and the PI3K pathways in HNSCC in conjunction with loss of p16 genetically or epigenetically, this universal increased sensitivity to cisplatin and BYL719 combination therapy in cancer cells with PIK3CA mutation represents an opportunity to a subset of patients with HNSCC. IMPLICATIONS: Our results suggest that combination therapy of cisplatin and PI3K inhibitor may be worthy of consideration in patients with HNSCC with PIK3CA mutation.",2020,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-32066498,32066498,10.1186/s13073-020-0714-y,The paradox of cancer genes in non-malignant conditions: implications for precision medicine.,"Next-generation sequencing has enabled patient selection for targeted drugs, some of which have shown remarkable efficacy in cancers that have the cognate molecular signatures. Intriguingly, rapidly emerging data indicate that altered genes representing oncogenic drivers can also be found in sporadic non-malignant conditions, some of which have negligible and/or low potential for transformation to cancer. For instance, activating KRAS mutations are discerned in endometriosis and in brain arteriovenous malformations, inactivating TP53 tumor suppressor mutations in rheumatoid arthritis synovium, and AKT, MAPK, and AMPK pathway gene alterations in the brains of Alzheimer's disease patients. Furthermore, these types of alterations may also characterize hereditary conditions that result in diverse disabilities and that are associated with a range of lifetime susceptibility to the development of cancer, varying from near universal to no elevated risk. Very recently, the repurposing of targeted cancer drugs for non-malignant conditions that are associated with these genomic alterations has yielded therapeutic successes. For instance, the phenotypic manifestations of CLOVES syndrome, which is characterized by tissue overgrowth and complex vascular anomalies that result from the activation of PIK3CA mutations, can be ameliorated by the PIK3CA inhibitor alpelisib, which was developed and approved for breast cancer. In this review, we discuss the profound implications of finding molecular alterations in non-malignant conditions that are indistinguishable from those driving cancers, with respect to our understanding of the genomic basis of medicine, the potential confounding effects in early cancer detection that relies on sensitive blood tests for oncogenic mutations, and the possibility of reverse repurposing drugs that are used in oncology in order to ameliorate non-malignant illnesses and/or to prevent the emergence of cancer.",2020,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-32042115,32042115,10.1038/s41388-020-1202-y,"Preclinical evaluation of a novel triple-acting PIM/PI3K/mTOR inhibitor, IBL-302, in breast cancer.","The proviral integration of Moloney virus (PIM) family of protein kinases are overexpressed in many haematological and solid tumours. PIM kinase expression is elevated in PI3K inhibitor-treated breast cancer samples, suggesting a major resistance pathway for PI3K inhibitors in breast cancer, potentially limiting their clinical utility. IBL-302 is a novel molecule that inhibits both PIM and PI3K/AKT/mTOR signalling. We thus evaluated the preclinical activity of IBL-302, in a range of breast cancer models. Our results demonstrate in vitro efficacy of IBL-302 in a range of breast cancer cell lines, including lines with acquired resistance to trastuzumab and lapatinib. IBL-302 demonstrated single-agent, anti-tumour efficacy in suppression of pAKT, pmTOR and pBAD in the SKBR-3, BT-474 and HCC-1954 HER2+/PIK3CA-mutated cell lines. We have also shown the in vivo single-agent efficacy of IBL-302 in the subcutaneous BT-474 and HCC-1954 xenograft model in BALB/c nude mice. The combination of trastuzumab and IBL-302 significantly increased the anti-proliferative effect in HER2+ breast cancer cell line, and matched trastuzumab-resistant line, relative to testing either drug alone. We thus believe that the novel PIM and PI3K/mTOR inhibitor, IBL-302, represents an exciting new potential treatment option for breast cancer, and that it should be considered for clinical investigation.",2020,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract]) AND (""PI3K inhibitor""[Title/Abstract] OR ""PI3K inhibitors""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract]) AND (acquired resistance[Title/Abstract] OR resistance mechanism[Title/Abstract] OR adaptive resistance[Title/Abstract] OR feedback activation[Title/Abstract] OR bypass signaling[Title/Abstract] OR pathway rewiring[Title/Abstract] OR sensitization[Title/Abstract]))",include,"Connects PI3K-alpha/PIK3CA inhibitor context to resistance, sensitivity, combination, feedback, biomarker, or pathway-response concepts.",confirm_include,"Confirm include: links PI3K-alpha/PIK3CA inhibitor biology to resistance, sensitivity, adaptive feedback, biomarkers, or rational combination evidence.",medium,advance_to_import
pmid-31892552,31892552,10.21873/anticanres.13925,Targeting Fibroblast Growth Factor Receptor (FGFR) and Phosphoinositide 3-kinase (PI3K) Signaling Pathways in Medulloblastoma Cell Lines.,"BACKGROUND/AIM: Medulloblastoma (MB) accounts for ~20% of pediatric malignant central nervous system tumors. Treatment strategies, including surgery, radiation therapy and/or chemotherapy, are effective, but recurrence and metastasis frequently occur. Therefore, novel therapies are required. Herein, the effects of fibroblast growth factor receptor (FGFR) and phosphoinositide 3-kinase (PI3K) inhibitors on MB cells lines were evaluated.

MATERIALS AND METHODS: MB cell lines (UW228-3, DAOY, Med8a, D425, D283) were tested for sensitivity to FGFR (AZD4547) and PI3K (BEZ235 and BYL719) inhibitors by viability, cytotoxicity, apoptosis, and proliferation assays.

RESULTS: Single treatments with FGFR and PI3K inhibitors decreased viability and proliferation in a dose-dependent pattern in most cell lines. Combinination of the two type of drugs, increased sensitivity, especially of the most resistant cell line UW228-3.

CONCLUSION: Combination treatments with FGFR and PI3K inhibitors were superior to single treatments with FGFR and PI3K inhibitors, especially with BEZ235, for MB cell lines.",2020,"((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-31780379,31780379,10.1016/j.clbc.2019.06.017,Practical Treatment Strategies and Future Directions After Progression While Receiving CDK4/6 Inhibition and Endocrine Therapy in Advanced HR(+)/HER2(-) Breast Cancer.,"Cyclin-dependent kinase 4/6 inhibitors (CDK4/6i) in combination with backbone endocrine therapy have markedly improved progression-free survival and overall survival over endocrine therapy alone in advanced hormone receptor-positive, HER2-negative (HR+/HER2-) breast cancer and are the standard of care in the first- or second-line setting. There are few data to drive decision making for subsequent treatment strategies after inevitable disease progression after CDK4/6i. Information about the genomic landscape of CDK4/6i-resistant disease is emerging. Resistance mechanisms appear to be varied, but mutations in PIK3CA and ESR1, which can be acquired while receiving treatment, are frequent. Activating PIK3CA mutations are present in up to 35% of patients and are now the most actionable genomic alteration in HR+/HER2- advanced breast cancer with the recent approval of alpelisib and fulvestrant. Everolimus-based combinations and chemotherapy appear to have continued efficacy after progression while receiving CDK4/6i, although historical data on benefit include CDK4/6i-naive patients. Use of selective estrogen down-regulators over aromatase inhibitors is best once the patient has an acquired ESR1 mutation. Tumor biopsy with genomic sequencing and repeat biomarker analysis in patients with CDK4/6i- and endocrine-resistant disease will be integral to guide subsequent treatment strategies and to inform clinical trial eligibility. Promising novel therapeutics in CDK4/6i-resistant disease including oral selective estrogen down-regulators, fibroblast growth factor receptor antagonists, and immunotherapy will be discussed.",2020,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-31678634,31678634,10.1016/j.ijrobp.2019.09.050,A Phase 1b Study of Cetuximab and BYL719 (Alpelisib) Concurrent with Intensity Modulated Radiation Therapy in Stage III-IVB Head and Neck Squamous Cell Carcinoma.,"PURPOSE: Activation of the PI3K/mTOR signaling pathway is common in head and neck squamous cell carcinoma (HNSCC). BYL719 is an α-specific PI3K inhibitor that is synergistic and efficacious when combined with cetuximab, a Food and Drug Administration-approved radiosensitizing agent in the treatment of HNSCC. The agent independently has been shown to enhance radiosensitivity. This study evaluates the addition of BYL719 to cetuximab and radiation in the treatment of locally advanced HNSCC.

METHODS AND MATERIALS: This is a single-institution, phase 1 study. Patients with American Joint Committee on Cancer seventh edition stage III to IVB HNSCC received standard cetuximab (400 mg/m2 intravenous loading dose) before intensity modulated radiation therapy (IMRT) followed by 250 mg/m2 weekly infusions during IMRT. BYL719 was given orally during IMRT in 3 dose levels: (1) 200 mg/d, (2) 250 mg/d, or (3) 300 mg/d in a standard 3 + 3 dose-escalation design.

RESULTS: Eleven patients were evaluable. Dose level 2 was the maximum tolerated dose for BYL719. Two patients on dose level 3 had dose-limiting toxicities of oral mucositis that required a dose reduction of BYL719. One patient on dose level 2 had a dose-limiting toxicity of nausea that led to withdrawal of on-study treatment. Related grade 3 or higher adverse events consisted of decreased lymphocyte count, oral mucositis, dysphagia, hyperglycemia, maculopapular rash, and palmar-plantar erythrodysesthesia syndrome. All 11 patients had a complete response on posttreatment imaging, and 10 remain disease free. Of the 8 patients with mutational analysis, 1 had an activating PIK3CA mutation associated with a rapid response on serial intratreatment magnetic resonance imaging scans.

CONCLUSIONS: The recommended phase 2 dose of BYL719 is 250 mg/d in combination with cetuximab and IMRT in patients with locally advanced HNSCC. Further evaluation of the addition of BYL719 to the platinum-sparing regimen of cetuximab and IMRT in the treatment of locally advanced HNSCC is warranted.",2020,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-35100734,35100734,10.1200/PO.19.00221,"Combined PIK3CA and FGFR Inhibition With Alpelisib and Infigratinib in Patients With PIK3CA-Mutant Solid Tumors, With or Without FGFR Alterations.","PURPOSE: Concurrent PIK3CA mutations and fibroblast growth factor receptor (FGFR) alterations occur in multiple cancer types, including estrogen receptor-positive breast cancer, bladder cancer, and endometrial cancer. In this first-in-human combination trial, we explored safety and preliminary efficacy of combining the PI3Kα selective inhibitor alpelisib with the FGFR1-4 selective inhibitor infigratinib.

PATIENTS AND METHODS: Patients with PIK3CA-mutant advanced solid tumors, with or without FGFR1-3 alterations, were enrolled in the dose escalation or one of three molecular-defined dose-expansion cohorts. The primary end point was the maximum tolerated dose. Secondary end points included safety, pharmacokinetics, and response. Archival tumor samples were sequenced to explore genomic correlates of response.

RESULTS: In combination, both agents were escalated to full, single-agent recommended doses (alpelisib, 300 mg per day continuously; infigratinib, 125 mg per day 3 weeks on followed by 1 week off). The toxicity profile of the combination was consistent with the established safety profile of each agent, although 71% of all patients required at least one treatment interruption or dose reduction. Molecularly selected dose expansions in breast cancer and other solid tumors harboring PIK3CA mutations, alone or in combination with FGFR alterations, identified sporadic responses, predominately in tumor types and genotypes previously defined to have sensitivity to these agents.

CONCLUSION: The combination of alpelisib and infigratinib can be administered at full single-agent doses, although the high rate of dose interruption or reduction suggests long-term tolerability may be challenging. In exploratory signal-seeking cohorts of patients harboring dual PIK3CA and FGFR1-3 alterations, no clear evidence of synergistic activity was observed.",2019,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Connects PI3K-alpha/PIK3CA inhibitor context to resistance, sensitivity, combination, feedback, biomarker, or pathway-response concepts.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
pmid-31928690,31928690,10.1093/annonc/mdz381,Efficacy of PI3K inhibitors in advanced breast cancer.,"The phosphoinositide 3 (PI3)-kinase/Akt signaling pathway has always been a focus of interest in breast cancer due to its role in cell growth, cell proliferation, cell migration and deregulated apoptosis. Its activation has been linked to endocrine resistance and worse prognosis in certain subgroups of breast cancer. In addition, deregulation of the PI3K/Akt pathway including PIK3CA activating mutation is frequently present in breast cancer. Multiple efforts have been carried out to target this pathway, initially with pan-PI3K inhibitors with some hint of activity but hampered by their limiting side-effects. A recent large randomized trial in patients with endocrine-resistant PIK3CA-mutant hormone receptor (HR)-positive tumors led to the approval of the first PI3K inhibitor, alpelisib, in combination with fulvestrant. The specificity of alpelisib against the p110α catalytic isoform provided additional efficacy and a better toxicity profile. In this review, we summarize the main research with PI3K inhibitors in breast cancer and we provide some insight of potential future combinations of this treatment in breast cancer patients.",2019,"((PIK3CA[Title/Abstract] OR ""PI3K alpha""[Title/Abstract] OR ""PI3K-alpha""[Title/Abstract] OR p110alpha[Title/Abstract] OR ""p110 alpha""[Title/Abstract]) AND (alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract] OR RLY2608[Title/Abstract] OR ""RLY-2608""[Title/Abstract] OR ""PI3K alpha inhibitor""[Title/Abstract] OR ""PI3K-alpha inhibitor""[Title/Abstract]) AND (resistance[Title/Abstract] OR resistant[Title/Abstract] OR sensitivity[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR combination[Title/Abstract] OR feedback[Title/Abstract] OR bypass[Title/Abstract])); ((alpelisib[Title/Abstract] OR BYL719[Title/Abstract] OR inavolisib[Title/Abstract] OR ""GDC-0077""[Title/Abstract]) AND (combination[Title/Abstract] OR synergistic[Title/Abstract] OR synergy[Title/Abstract] OR sensitization[Title/Abstract] OR sensitizes[Title/Abstract] OR resensitization[Title/Abstract] OR endocrine[Title/Abstract] OR HER2[Title/Abstract] OR ERBB[Title/Abstract] OR CDK4[Title/Abstract] OR mTOR[Title/Abstract] OR MEK[Title/Abstract] OR MAPK[Title/Abstract]))",include,"Names a PI3K-alpha inhibitor and links it to response, resistance, sensitivity, adaptive signaling, biomarker, or combination evidence.",confirm_include,"Confirm include: names a PI3K-alpha inhibitor and gives response, resistance, biomarker, adaptive-signaling, or combination/sensitization context.",high,advance_to_import
